,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.31,0.51,0.19,0.24,0.22,0.13,0.23,0.14,0.4,0.22,0.35,0.18,0.21
emulemorph.csv,0.18,0.41,0.16,0.16,0.25,0.56,0.31,0.32,0.19,0.24,0.35,0.23,0.3
gisgraphy.csv,0.32,0.51,0.21,0.14,0.24,0.56,0.23,0.18,0.38,0.29,0.21,0.26,0.26
jaxen.csv,0.3,0.49,0.24,0.35,0.35,0.54,0.35,0.13,0.4,0.36,0.24,0.25,0.24
jvcl.csv,0.23,0.5,0.21,0.34,0.29,0.54,0.29,0.32,0.24,0.22,0.18,0.25,0.24
m-m-m.csv,0.26,0.22,0.3,0.35,0.35,0.51,0.37,0.4,0.29,0.36,0.3,0.24,0.29
motu.csv,0.21,0.3,0.3,0.4,0.38,0.33,0.18,0.4,0.22,0.19,0.3,0.28,0.31
nh3d.csv,0.28,0.51,0.31,0.41,0.38,0.56,0.37,0.4,0.41,0.37,0.36,0.28,0.31
sarasvati.csv,0.21,0.22,0.26,0.19,0.2,0.15,0.21,0.39,0.19,0.19,0.29,0.19,0.29
wgs-assembler.csv,0.21,0.51,0.31,0.38,0.37,0.23,0.35,0.4,0.34,0.34,0.33,0.23,0.24
zabbix.csv,0.27,0.5,0.31,0.37,0.2,0.28,0.29,0.25,0.22,0.37,0.24,0.26,0.24
