,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.56,0.83,0.56,0.57,0.6,0.47,0.65,0.59,0.02,0.66,0.7,0.41,0.52,0.7,0.6,0.57,0.72,0.54
bscwweasel.csv,0.94,0.99,0.81,1.0,0.05,0.68,0.68,0.89,0.98,0.97,0.86,0.24,0.83,0.94,1.0,0.89,0.95,0.9
capcode.csv,0.97,1.0,0.94,0.94,0.91,1.0,0.08,0.92,0.84,0.88,0.98,1.0,0.86,0.95,0.92,0.85,0.86,0.89
dspace-gsoc.csv,0.69,0.59,0.49,0.53,0.64,0.61,0.77,0.62,0.79,0.67,0.0,0.84,0.45,0.78,0.8,0.57,0.75,0.44
emite.csv,0.85,0.5,0.7,0.69,0.67,0.75,0.57,0.66,0.68,0.79,0.62,0.89,0.76,0.69,0.08,0.61,0.76,0.65
fbmanager.csv,0.56,0.67,0.47,0.03,0.78,0.52,0.77,0.56,0.88,0.79,0.57,0.31,0.44,0.78,0.84,0.48,0.82,0.54
freenet.csv,0.7,0.98,0.74,0.87,0.66,0.82,0.84,0.02,0.83,0.69,0.76,0.8,0.77,0.69,0.79,0.89,0.87,0.85
geogebra.csv,0.77,0.97,0.73,0.95,0.79,0.97,0.77,0.79,0.86,0.77,0.9,0.82,0.6,0.73,0.77,0.06,0.88,0.78
megameknet.csv,0.78,0.97,0.66,0.65,0.73,0.52,0.71,0.57,0.86,0.59,0.8,0.53,0.06,0.66,0.78,0.72,0.91,0.68
ondex.csv,0.86,0.59,0.61,0.78,0.75,0.61,0.68,0.62,0.65,0.56,0.78,0.85,0.66,0.12,0.87,0.59,0.33,0.71
onotoa.csv,0.81,1.01,0.69,0.7,0.82,0.82,0.75,0.83,0.86,0.12,0.82,0.79,0.88,0.72,0.95,0.86,0.78,0.9
paintown.csv,0.04,0.94,0.69,0.55,0.61,0.74,0.84,0.75,0.63,0.76,0.6,0.76,0.47,0.55,0.59,0.58,0.74,0.61
powerfolder.csv,1.0,1.0,0.97,1.0,0.95,0.9,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.99,1.0,1.0
retromenu.csv,0.77,0.92,0.78,0.82,0.75,0.05,0.64,0.66,0.98,0.92,0.95,0.22,0.51,0.72,0.94,0.47,0.95,0.75
smbopensoft.csv,0.6,0.04,0.65,0.69,0.54,0.64,0.6,0.58,0.69,0.7,0.63,0.4,0.48,0.78,0.68,0.54,0.89,0.6
triplea.csv,0.86,0.78,0.03,0.86,0.81,0.56,0.75,0.79,0.81,0.7,0.62,0.39,0.52,0.54,0.8,0.69,0.87,0.63
tweetsharp.csv,0.62,0.93,0.81,0.61,0.51,0.5,0.71,0.71,0.64,0.77,0.6,0.45,0.6,0.71,0.71,0.55,0.02,0.77
xamj.csv,0.58,0.76,0.64,0.67,0.62,0.6,0.71,0.66,0.67,0.71,0.81,0.33,0.6,0.55,0.76,0.56,0.75,0.04
