,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.82,0.97,0.69,0.63,0.75,0.84,0.94,0.53,0.62,0.51,0.94,0.9,0.26,0.91,0.8
chaosrts.csv,0.62,0.86,0.82,0.46,0.67,1.0,0.38,0.71,1.02,0.79,0.73,0.53,0.61,0.3,0.81,0.49,0.61
cortex-vfx.csv,0.54,0.51,0.53,0.51,0.54,0.55,0.43,0.75,0.81,0.76,0.64,0.67,0.53,0.6,0.61,0.56,0.61
fm-classic.csv,0.76,0.72,0.71,0.95,0.68,0.96,0.81,0.1,0.9,0.91,0.98,0.97,0.58,0.89,0.71,0.71,0.95
fritzing.csv,0.59,0.38,0.38,0.49,0.61,0.55,0.29,0.84,0.8,0.46,0.59,0.63,0.62,0.74,0.46,0.52,0.58
jlinalg.csv,0.25,0.75,0.84,0.67,0.89,0.72,0.59,0.65,0.96,0.7,0.74,0.78,0.98,0.51,0.68,0.76,0.73
loki-lib.csv,0.37,0.62,0.57,0.7,0.62,0.79,0.84,0.99,0.6,0.8,0.68,0.42,0.61,0.41,0.72,0.97,0.83
metacosm.csv,0.53,0.63,0.88,0.67,0.6,0.74,0.66,0.68,0.79,0.51,0.88,0.8,0.62,0.67,0.64,0.37,0.59
multitude.csv,0.95,0.64,0.67,0.81,0.61,0.43,0.69,0.63,0.74,0.96,0.41,0.63,0.9,0.68,0.38,0.61,0.76
ng4j.csv,0.49,0.66,0.62,0.37,0.53,0.45,0.37,0.69,0.86,0.49,0.59,0.49,0.82,0.73,0.51,0.72,0.27
phonon-vlc-mplayer.csv,0.53,0.67,0.5,0.44,0.62,0.65,0.27,0.78,0.91,0.37,0.56,0.51,0.51,0.5,0.56,0.62,0.47
playerstage.csv,0.6,0.51,0.58,0.37,0.56,0.47,0.27,0.72,0.83,0.48,0.63,0.55,0.65,0.63,0.52,0.78,0.41
qgis.csv,0.95,0.79,0.71,0.76,0.48,1.0,0.4,0.71,0.83,0.65,0.61,0.63,0.72,0.69,0.31,0.58,0.58
rsyslog.csv,0.93,0.97,0.66,0.89,0.47,0.35,0.74,1.0,0.89,0.73,0.64,0.61,0.96,0.79,0.81,0.54,0.72
rtrt-on-gpu.csv,0.58,0.93,0.74,0.76,0.74,0.76,1.05,0.97,0.34,0.89,0.72,0.72,0.95,0.83,0.82,0.99,0.78
superwaba.csv,0.73,0.42,0.48,0.55,0.58,0.65,0.68,0.76,0.6,0.5,0.55,0.53,0.71,0.63,0.65,0.55,0.5
unflobtactical.csv,1.0,0.97,0.86,0.53,0.61,0.48,0.32,0.89,0.8,0.38,0.58,0.57,0.59,0.64,0.42,0.81,0.68
