,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.82,0.96,0.67,0.62,0.75,0.84,0.85,0.5,0.58,0.37,0.94,0.89,0.1,0.9,0.8
chaosrts.csv,0.21,0.09,0.17,0.34,0.57,1.0,0.38,0.71,0.19,0.35,0.53,0.33,0.48,0.16,0.4,0.42,0.36
cortex-vfx.csv,0.21,0.23,0.31,0.34,0.25,0.12,0.15,0.75,0.1,0.15,0.25,0.15,0.22,0.47,0.0,0.45,0.1
fm-classic.csv,0.07,0.07,0.13,0.0,0.15,0.0,0.04,0.1,0.0,0.0,0.0,0.04,0.2,0.05,0.15,0.1,0.05
fritzing.csv,0.5,0.25,0.3,0.29,0.14,0.29,0.23,0.84,0.0,0.38,0.24,0.13,0.2,0.37,0.0,0.32,0.29
jlinalg.csv,0.07,0.1,0.75,0.57,0.86,0.58,0.52,0.65,0.88,0.62,0.68,0.74,0.98,0.21,0.65,0.74,0.53
loki-lib.csv,0.21,0.52,0.39,0.67,0.47,0.79,0.61,0.99,0.33,0.69,0.51,0.28,0.53,0.32,0.15,0.97,0.63
metacosm.csv,0.21,0.13,0.1,0.16,0.28,0.08,0.19,0.59,0.38,0.27,0.05,0.07,0.35,0.37,0.25,0.23,0.2
multitude.csv,0.93,0.48,0.66,0.8,0.58,0.33,0.66,0.53,0.62,0.96,0.25,0.59,0.9,0.42,0.35,0.58,0.75
ng4j.csv,0.21,0.07,0.6,0.18,0.3,0.29,0.35,0.6,0.31,0.23,0.2,0.3,0.81,0.16,0.0,0.71,0.19
phonon-vlc-mplayer.csv,0.21,0.64,0.32,0.37,0.5,0.62,0.18,0.41,0.58,0.31,0.34,0.3,0.35,0.42,0.0,0.58,0.42
playerstage.csv,0.43,0.39,0.56,0.24,0.28,0.21,0.14,0.26,0.21,0.31,0.19,0.17,0.62,0.16,0.0,0.77,0.32
qgis.csv,0.93,0.77,0.7,0.73,0.26,0.0,0.38,0.71,0.21,0.15,0.44,0.24,0.7,0.47,0.15,0.42,0.29
rsyslog.csv,0.93,0.97,0.61,0.88,0.32,0.29,0.7,1.0,0.54,0.62,0.56,0.5,0.96,0.79,0.2,0.42,0.31
rtrt-on-gpu.csv,0.07,0.88,0.52,0.7,0.49,0.75,0.77,0.71,0.17,0.81,0.56,0.37,0.88,0.79,0.4,0.9,0.56
superwaba.csv,0.14,0.25,0.32,0.22,0.49,0.0,0.57,0.76,0.33,0.42,0.31,0.37,0.7,0.58,0.15,0.32,0.46
unflobtactical.csv,0.93,0.97,0.86,0.51,0.45,0.33,0.16,0.59,0.62,0.31,0.46,0.15,0.56,0.63,0.35,0.77,0.68
