,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0
foursquared.csv,0.16,0.02,0.07,0.0,0.08,0.25
ifmo-game-1.csv,0.0,0.0,0.03,0.0,0.0,0.0
micomt.csv,0.23,0.59,0.29,0.59,0.0,0.42
voms.csv,0.04,0.0,0.0,0.07,0.0,0.04
