,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,4.0,15.0,2.0,7.0,7.0,13.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,12.0,54.0,8.0,4.0,3.0
decidr.csv,4.0,8.0,2.0,5.0,34.0,3.0,0.0,1.0,1.0,10.0,0.0,0.0,3.0,6.0,78.0,3.0,4.0,0.0
elmo.csv,2.0,0.0,297.0,7.0,158.0,95.0,0.0,147.0,12.0,104.0,6.0,0.0,0.0,52.0,300.0,50.0,4.0,0.0
gpac.csv,3.0,9.0,0.0,4.0,0.0,7.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,18.0,1.0,2.0,1.0
illumination.csv,2.0,6.0,1.0,9.0,1.0,8.0,0.0,3.0,2.0,7.0,2.0,0.0,2.0,52.0,54.0,1.0,0.0,0.0
img-browse-sort.csv,17.0,24.0,4.0,7.0,20.0,2.0,0.0,1.0,11.0,8.0,5.0,2.0,1.0,1.0,25.0,0.0,3.0,1.0
jajuk.csv,11.0,5.0,3.0,0.0,7.0,3.0,0.0,1.0,6.0,14.0,10.0,0.0,0.0,7.0,52.0,1.0,6.0,2.0
ktc.csv,0.0,5.0,5.0,1.0,14.0,1.0,4.0,1.0,11.0,6.0,1.0,1.0,0.0,8.0,14.0,4.0,1.0,0.0
miranda.csv,7.0,11.0,2.0,5.0,16.0,2.0,2.0,2.0,2.0,8.0,2.0,0.0,0.0,3.0,28.0,0.0,6.0,0.0
neoengine.csv,7.0,8.0,0.0,3.0,17.0,2.0,0.0,2.0,10.0,8.0,0.0,0.0,3.0,1.0,44.0,0.0,4.0,0.0
nicepress.csv,7.0,8.0,2.0,5.0,7.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,52.0,5.0,0.0,4.0,0.0
omseek.csv,16.0,71.0,0.0,3.0,158.0,5.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0
rosegarden.csv,2.0,17.0,6.0,1.0,31.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,3.0,23.0,2.0,6.0,0.0
smarttag.csv,4.0,20.0,0.0,6.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,81.0,0.0
sylpheed-claws.csv,3.0,5.0,3.0,1.0,2.0,6.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,13.0,1.0,7.0,0.0
vapor.csv,4.0,71.0,5.0,1.0,2.0,0.0,2.0,0.0,5.0,7.0,1.0,102.0,0.0,3.0,29.0,0.0,7.0,4.0
zorannt.csv,9.0,7.0,11.0,3.0,0.0,4.0,0.0,2.0,6.0,9.0,0.0,0.0,3.0,8.0,47.0,0.0,5.0,0.0
zscreen.csv,6.0,2.0,2.0,2.0,25.0,1.0,0.0,2.0,11.0,9.0,0.0,0.0,1.0,4.0,48.0,5.0,4.0,4.0
