,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.52,0.5,0.99,0.75,0.7,0.73,0.5,0.0,0.72,0.63,0.63,0.49,0.53,0.45,0.61
glelite.csv,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.21,1.0,0.17,0.13
hannosset.csv,0.21,0.0,0.06,0.0,0.07,0.0,0.09,0.0,0.05,0.06,0.86,0.0,0.05,0.06,0.19
ipfilter.csv,0.48,0.37,0.44,0.58,0.43,0.56,0.54,0.82,0.59,0.62,0.52,1.0,0.58,0.56,0.46
moving-pictures.csv,0.62,0.58,0.24,0.78,0.57,0.58,1.0,0.0,0.47,0.65,0.52,0.5,0.68,0.63,0.59
pclasses.csv,0.85,0.37,0.0,0.38,0.14,0.07,0.29,0.0,0.39,0.13,0.36,0.02,0.04,0.26,0.4
pfaedit.csv,0.0,0.3,0.12,0.37,0.58,0.98,0.33,0.94,0.37,0.17,0.2,0.52,0.32,0.56,0.19
qcad2.csv,0.21,0.53,0.51,0.61,0.97,0.57,0.41,0.87,0.54,0.33,0.2,0.57,0.75,0.45,0.29
rockbox.csv,0.4,0.54,0.48,0.0,0.54,0.47,0.55,0.0,0.49,0.36,0.74,0.45,0.25,0.48,0.96
roller.csv,0.61,0.29,0.59,0.66,0.73,0.35,0.61,0.85,1.0,0.38,0.66,0.42,0.31,0.48,0.51
theresa.csv,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzod.csv,0.59,0.97,0.53,0.69,0.65,0.69,0.33,0.88,0.51,0.18,0.5,0.39,0.44,0.46,0.19
xinity.csv,0.11,0.18,0.12,0.7,0.27,0.53,0.48,0.96,0.35,0.02,0.54,0.42,0.34,0.98,0.0
zabbix.csv,0.41,0.43,0.5,0.59,0.63,0.38,0.69,0.0,0.53,0.98,0.32,0.64,0.0,0.17,0.48
