,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.16,0.41,0.98,0.09,0.42,0.71,0.44,0.0,0.69,0.45,0.1,0.67,0.98,0.62,0.46
glelite.csv,0.17,0.36,0.59,0.06,0.33,0.61,0.47,0.02,0.6,0.41,0.08,0.72,1.0,0.62,0.38
hannosset.csv,0.29,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.75,0.19,1.0,0.0,1.0,1.0,1.0
ipfilter.csv,0.19,0.36,0.52,0.06,0.34,0.66,0.48,0.03,0.63,0.73,0.1,1.0,0.98,0.62,0.47
moving-pictures.csv,0.21,0.38,1.0,0.09,0.38,0.65,1.0,0.0,0.55,0.55,0.07,0.7,1.0,0.65,0.41
pclasses.csv,1.0,0.38,0.0,1.0,0.23,0.6,0.54,0.0,0.56,0.1,0.06,0.1,1.0,0.69,0.35
pfaedit.csv,0.0,0.54,0.67,0.06,0.6,1.0,0.53,0.06,0.8,0.9,0.03,0.85,1.0,0.66,0.43
qcad2.csv,0.1,0.41,0.58,0.07,0.98,0.64,0.44,0.04,0.65,0.78,0.03,0.73,1.0,0.54,0.23
rockbox.csv,0.19,0.37,0.75,0.0,0.44,0.69,0.5,0.0,0.59,0.45,0.13,0.79,1.0,0.57,1.0
roller.csv,0.21,0.26,0.77,0.08,0.44,0.65,0.51,0.03,1.0,0.3,0.1,0.72,0.96,0.59,0.6
theresa.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzod.csv,0.38,1.0,0.68,0.17,0.44,0.74,0.5,0.04,0.65,0.67,0.08,0.76,1.0,0.56,0.33
xinity.csv,0.14,0.44,0.8,0.22,0.26,0.67,0.44,0.09,0.61,1.0,0.15,0.63,1.0,1.0,0.0
zabbix.csv,0.11,0.3,0.55,0.07,0.38,0.64,0.58,0.0,0.6,1.0,0.05,0.76,0.98,0.58,0.32
