,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.57,0.4,0.03,0.62,0.59,0.57,0.61,0.53,0.65,0.61,0.68,0.74,0.67,0.85,0.44
glelite.csv,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.98,1.0,0.95,0.0,0.96,0.97
hannosset.csv,0.09,0.06,0.0,0.02,0.09,0.0,0.0,0.05,0.02,0.13,0.0,0.0,0.0,0.0,0.0
ipfilter.csv,0.38,0.33,0.79,0.62,0.38,0.46,0.74,0.53,0.73,0.14,0.38,0.0,0.67,0.62,0.28
moving-pictures.csv,0.46,0.71,0.0,0.58,0.47,0.77,0.0,0.78,0.57,0.36,0.72,0.79,0.0,0.65,0.75
pclasses.csv,0.0,0.31,0.0,0.0,0.21,0.06,0.19,0.1,0.41,0.63,0.48,0.47,0.0,0.15,0.41
pfaedit.csv,0.05,0.12,0.07,0.32,0.18,0.0,0.23,0.25,0.12,0.01,0.49,0.21,0.0,0.46,0.12
qcad2.csv,0.32,0.42,0.79,0.76,0.01,0.77,0.45,0.42,0.43,0.05,0.51,0.74,0.0,0.73,0.53
rockbox.csv,0.3,0.54,0.21,0.38,0.33,0.31,0.52,0.49,0.49,0.27,0.49,0.26,0.0,0.62,0.0
roller.csv,0.48,0.42,0.24,0.72,0.54,0.26,0.65,0.47,0.0,0.58,0.64,0.37,0.67,0.54,0.19
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
tzod.csv,0.18,0.0,0.34,0.2,0.42,0.4,0.26,0.41,0.39,0.05,0.52,0.26,0.0,0.77,0.19
xinity.csv,0.11,0.1,0.03,0.14,0.32,0.4,0.58,0.17,0.29,0.0,0.25,0.79,0.0,0.0,0.0
zabbix.csv,0.7,0.81,0.72,0.78,0.66,0.89,0.48,0.71,0.76,0.0,0.87,0.53,1.0,0.96,0.72
