,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.55,0.48,1.0,1.0,0.85,0.89,0.54,0.0,0.97,0.74,0.83,0.63,0.62,0.88,0.63
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.18,0.0,0.05,0.0,0.06,0.0,0.07,0.0,0.04,0.05,0.83,0.0,0.04,0.05,0.16
ipfilter.csv,0.45,0.33,0.61,0.67,0.4,0.57,0.75,1.0,0.83,0.58,0.5,1.0,0.72,0.63,0.42
moving-pictures.csv,0.64,0.78,0.2,1.0,0.58,0.93,1.0,0.0,0.48,0.65,0.67,0.76,0.63,0.78,0.89
pclasses.csv,0.82,0.33,0.0,0.33,0.12,0.06,0.25,0.0,0.36,0.11,0.33,0.02,0.03,0.22,0.37
pfaedit.csv,0.0,0.26,0.1,0.33,0.54,0.98,0.29,1.0,0.32,0.14,0.17,0.48,0.27,0.56,0.16
qcad2.csv,0.18,0.52,0.78,1.0,0.96,0.89,0.39,1.0,0.53,0.28,0.17,0.8,0.71,0.54,0.26
rockbox.csv,0.36,0.56,0.44,0.0,0.52,0.44,0.57,0.0,0.48,0.32,0.83,0.41,0.21,0.51,0.95
roller.csv,0.64,0.26,0.56,1.0,0.85,0.31,0.75,1.0,1.0,0.37,0.83,0.39,0.31,0.49,0.47
theresa.csv,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzod.csv,0.55,0.96,0.51,0.67,0.67,0.72,0.29,1.0,0.49,0.15,0.5,0.35,0.39,0.61,0.16
xinity.csv,0.09,0.15,0.1,0.67,0.23,0.52,0.5,1.0,0.31,0.02,0.5,0.57,0.29,0.98,0.0
zabbix.csv,0.45,0.63,0.63,1.0,0.81,1.0,0.75,0.0,0.77,0.98,0.5,0.7,0.8,0.83,0.58
