,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.31,0.87,0.09,0.54,0.83,0.55,0.62,0.76,0.44,0.15,0.61,0.56,0.55,0.24,0.67,0.54,0.4,0.23,0.35
boost-sandbox.csv,0.3,0.71,0.12,0.47,0.41,0.55,0.27,0.76,0.39,0.17,0.37,0.21,0.66,0.2,0.75,0.55,0.24,0.03,0.29
dspace-gsoc.csv,0.39,0.35,0.3,0.5,0.71,0.56,0.44,0.69,0.54,0.18,0.52,0.69,0.79,0.16,0.77,0.36,0.39,0.13,0.41
enlightenment.csv,0.32,0.75,0.11,0.58,0.95,0.71,0.68,0.85,0.66,0.15,0.5,0.62,0.83,0.2,0.79,0.6,0.37,0.09,0.36
fceugc.csv,0.33,0.33,0.27,0.55,0.7,0.52,0.57,0.36,0.63,0.15,0.51,0.49,0.51,0.13,0.46,0.16,0.41,0.32,0.35
gnukeda.csv,0.31,0.52,0.17,0.57,0.62,0.78,0.46,0.64,0.33,0.13,0.48,0.43,0.54,0.18,0.66,0.52,0.35,0.12,0.42
jaolt.csv,0.5,0.14,0.25,0.58,0.66,0.56,0.36,0.44,0.58,0.15,0.53,0.67,0.71,0.08,0.32,0.18,0.46,0.2,0.53
knowledge.csv,0.37,0.72,0.15,0.58,0.9,0.74,0.66,0.57,0.52,0.15,0.49,0.68,0.8,0.14,0.78,0.53,0.48,0.12,0.38
kowari.csv,0.33,0.5,0.2,0.45,0.47,0.4,0.37,0.75,0.57,0.33,0.35,0.51,0.52,0.28,0.76,0.27,0.29,0.1,0.24
lufa-lib.csv,0.25,0.51,0.1,0.49,0.77,0.47,0.6,0.63,0.34,0.15,0.37,0.34,0.62,0.25,0.27,0.64,0.35,0.05,0.35
maidsafe-dht.csv,0.53,0.77,0.24,0.45,0.88,0.47,0.39,0.52,0.58,0.18,0.52,0.63,0.55,0.1,0.66,0.12,0.43,0.21,0.38
pixel-commandos.csv,0.16,0.45,0.0,0.23,0.52,0.38,0.2,0.34,0.41,0.0,0.43,0.23,0.28,0.09,0.1,0.45,0.07,0.57,0.28
playerstage.csv,0.17,0.7,0.12,0.7,0.85,0.61,0.67,0.74,0.65,0.12,0.4,0.49,0.73,0.13,0.67,0.58,0.33,0.11,0.36
proftp.csv,0.18,0.0,0.13,0.21,0.34,0.47,0.0,0.18,0.41,0.1,0.5,0.75,0.08,0.0,0.2,0.0,0.42,0.24,0.42
tcvp.csv,0.0,0.05,0.0,0.0,0.0,0.05,0.1,0.17,0.0,0.0,0.0,0.0,0.03,0.47,0.0,0.02,0.0,0.0,0.04
theresa.csv,0.46,0.51,0.33,0.51,0.6,0.41,0.5,0.26,0.49,0.16,0.35,0.61,0.6,0.0,0.49,0.2,0.41,0.11,0.4
uwom.csv,0.33,0.25,0.0,0.67,0.37,0.59,0.65,0.72,0.09,0.18,0.5,0.55,0.61,0.13,0.27,0.5,0.0,0.23,0.62
xapian.csv,0.32,0.68,0.08,0.57,0.95,0.72,0.58,0.71,0.57,0.15,0.59,0.62,0.73,0.15,0.66,0.57,0.58,0.19,0.4
yaprm.csv,0.25,0.0,0.25,0.47,0.27,0.54,0.09,0.35,0.67,0.13,0.38,0.72,0.25,0.0,0.0,0.0,0.31,0.24,0.36
