,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.64,0.88,0.67,0.83,0.74,0.51,0.64,0.81,0.46,0.86,0.86,0.8,0.41,0.56,0.72,0.8,0.77,1.0,0.57
boost-sandbox.csv,0.64,0.76,1.0,0.47,0.26,0.44,0.19,0.7,0.35,0.43,0.52,0.2,0.63,1.0,0.86,0.76,0.42,0.25,0.69
dspace-gsoc.csv,0.71,0.22,1.0,0.6,0.56,0.49,0.32,0.62,0.59,0.71,0.81,0.87,0.85,0.56,0.75,0.36,0.62,0.75,0.61
enlightenment.csv,1.0,1.0,1.0,1.0,0.98,1.0,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
fceugc.csv,0.5,0.2,0.67,0.72,0.55,0.44,0.55,0.25,0.78,0.71,0.52,0.47,0.4,0.33,0.36,0.1,0.38,1.0,0.59
gnukeda.csv,0.86,0.39,0.67,0.91,0.45,0.77,0.35,0.58,0.27,0.57,0.9,0.53,0.45,0.89,0.64,0.71,0.35,1.0,0.66
jaolt.csv,0.71,0.07,1.0,0.66,0.5,0.44,0.24,0.31,0.65,0.86,0.71,0.73,0.64,0.11,0.22,0.12,0.58,0.75,0.66
knowledge.csv,1.0,0.73,1.0,0.91,0.82,0.72,0.69,0.49,0.59,1.0,0.76,0.87,0.84,0.67,0.94,0.76,0.81,1.0,0.91
kowari.csv,0.5,0.39,1.0,0.57,0.32,0.31,0.29,0.73,0.62,0.71,0.52,0.6,0.41,1.0,0.78,0.26,0.54,0.75,0.57
lufa-lib.csv,0.57,0.41,0.67,0.41,0.66,0.44,0.56,0.51,0.3,0.29,0.52,0.33,0.55,1.0,0.19,0.66,0.77,0.5,0.48
maidsafe-dht.csv,0.71,0.71,0.67,0.66,0.79,0.36,0.27,0.43,0.65,0.71,0.76,0.8,0.4,0.11,0.64,0.08,0.77,0.75,0.45
pixel-commandos.csv,0.14,0.29,0.0,0.14,0.35,0.26,0.12,0.23,0.32,0.0,0.38,0.13,0.16,0.11,0.06,0.42,0.04,1.0,0.23
playerstage.csv,0.29,0.78,1.0,0.69,0.76,0.51,0.66,0.7,0.95,0.57,0.33,0.57,0.71,0.44,0.64,0.73,0.42,0.75,0.73
proftp.csv,0.14,0.0,0.33,0.14,0.21,0.36,0.0,0.11,0.3,0.14,0.43,0.8,0.04,0.0,0.11,0.0,0.46,0.5,0.37
tcvp.csv,0.0,0.02,0.0,0.0,0.0,0.03,0.06,0.09,0.0,0.0,0.0,0.0,0.01,0.89,0.0,0.01,0.0,0.0,0.03
theresa.csv,0.64,0.37,1.0,0.5,0.44,0.28,0.41,0.16,0.41,0.71,0.33,0.63,0.49,0.0,0.36,0.13,0.54,0.5,0.62
uwom.csv,0.71,0.15,0.0,0.71,0.23,0.54,0.67,0.68,0.05,0.71,0.57,0.57,0.51,0.44,0.17,0.44,0.0,1.0,0.85
xapian.csv,0.79,0.63,0.67,0.97,0.98,0.92,0.52,0.71,0.68,1.0,0.81,1.0,0.67,0.22,0.61,0.82,0.73,0.75,0.93
yaprm.csv,0.21,0.0,0.67,0.59,0.16,0.46,0.05,0.24,0.68,0.71,0.43,0.87,0.15,0.0,0.0,0.0,0.54,0.75,0.42
