,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.2,0.86,0.05,0.4,0.94,0.59,0.61,0.72,0.41,0.08,0.47,0.43,0.83,0.16,0.62,0.41,0.27,0.13,0.26
boost-sandbox.csv,0.19,0.67,0.07,0.47,0.94,0.74,0.5,0.83,0.43,0.1,0.29,0.21,0.7,0.11,0.66,0.44,0.17,0.01,0.18
dspace-gsoc.csv,0.27,0.9,0.18,0.42,0.97,0.66,0.72,0.77,0.5,0.1,0.38,0.58,0.74,0.09,0.79,0.37,0.29,0.07,0.31
enlightenment.csv,0.19,0.59,0.06,0.41,0.92,0.55,0.7,0.74,0.49,0.08,0.33,0.45,0.72,0.11,0.65,0.43,0.23,0.04,0.22
fceugc.csv,0.25,1.0,0.17,0.44,0.97,0.65,0.59,0.69,0.53,0.09,0.5,0.52,0.72,0.08,0.62,0.52,0.43,0.19,0.25
gnukeda.csv,0.19,0.76,0.1,0.41,1.0,0.79,0.65,0.71,0.42,0.07,0.32,0.36,0.66,0.1,0.68,0.41,0.36,0.07,0.31
jaolt.csv,0.38,1.0,0.14,0.52,0.97,0.77,0.79,0.76,0.52,0.08,0.42,0.61,0.8,0.06,0.57,0.36,0.38,0.12,0.44
knowledge.csv,0.23,0.71,0.08,0.43,1.0,0.76,0.64,0.69,0.46,0.08,0.36,0.55,0.76,0.08,0.67,0.4,0.34,0.07,0.24
kowari.csv,0.24,0.7,0.11,0.38,0.87,0.57,0.48,0.78,0.52,0.22,0.27,0.44,0.7,0.16,0.74,0.3,0.2,0.05,0.16
lufa-lib.csv,0.16,0.65,0.05,0.6,0.91,0.52,0.63,0.8,0.39,0.11,0.28,0.36,0.7,0.14,0.47,0.62,0.23,0.03,0.27
maidsafe-dht.csv,0.42,0.85,0.14,0.35,1.0,0.7,0.69,0.66,0.52,0.1,0.39,0.52,0.88,0.08,0.68,0.29,0.3,0.12,0.33
pixel-commandos.csv,0.18,1.0,0.0,0.62,1.0,0.71,0.58,0.66,0.57,0.0,0.5,0.8,1.0,0.07,0.67,0.48,0.33,0.4,0.38
playerstage.csv,0.12,0.63,0.07,0.7,0.96,0.74,0.68,0.79,0.5,0.07,0.5,0.44,0.74,0.07,0.7,0.48,0.27,0.06,0.24
proftp.csv,0.25,0.0,0.08,0.47,0.93,0.7,0.0,0.57,0.65,0.07,0.6,0.71,1.0,0.0,0.8,0.0,0.39,0.15,0.47
tcvp.csv,0.0,0.5,0.0,0.0,0.0,0.33,0.41,0.83,0.0,0.0,0.0,0.0,0.33,0.32,0.0,0.5,0.0,0.0,0.1
theresa.csv,0.36,0.83,0.2,0.53,0.96,0.73,0.66,0.77,0.62,0.09,0.37,0.59,0.75,0.0,0.76,0.44,0.33,0.06,0.29
uwom.csv,0.21,0.86,0.0,0.64,1.0,0.66,0.63,0.77,0.33,0.1,0.44,0.53,0.77,0.08,0.67,0.57,0.0,0.13,0.49
xapian.csv,0.2,0.74,0.04,0.41,0.92,0.59,0.65,0.71,0.5,0.08,0.46,0.45,0.79,0.11,0.71,0.44,0.49,0.11,0.26
yaprm.csv,0.3,0.0,0.15,0.39,0.91,0.64,0.48,0.63,0.66,0.07,0.33,0.62,0.79,0.0,0.0,0.0,0.22,0.14,0.31
