,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.93,1.0,1.0,0.0,0.98,1.0,0.98,1.0,1.0,1.0
chrysalis.csv,0.43,0.08,0.2,0.0,0.66,0.01,0.31,0.08,0.09,0.01
jahshaka.csv,0.09,0.0,0.24,0.0,0.26,0.14,0.31,0.12,0.5,0.19
jam-daq.csv,0.13,0.12,0.09,0.0,0.26,0.12,0.0,0.08,0.2,0.09
jatlas.csv,0.13,0.0,0.0,0.33,0.0,0.04,0.04,0.0,0.0,0.0
jedit.csv,0.01,0.06,0.24,0.67,0.24,0.04,0.17,0.29,0.02,0.11
mscore.csv,0.21,0.51,0.48,0.0,0.4,0.0,0.48,0.33,0.48,0.25
open-media-library.csv,0.65,0.14,0.0,0.67,0.47,0.31,0.5,0.29,0.42,0.18
panda3d.csv,0.21,0.08,0.17,0.33,0.24,0.07,0.07,0.21,0.01,0.02
wheat.csv,0.56,0.37,0.5,0.0,0.24,0.26,0.7,0.0,0.49,0.35
