,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.0,4.0,4.0,0.0,41.0,1.0,1.0,0.0,3.0,42.0
chrysalis.csv,0.0,59.0,6.0,0.0,36.0,1.0,1.0,0.0,3.0,0.0
jahshaka.csv,4.0,0.0,7.0,0.0,66.0,0.0,0.0,0.0,3.0,6.0
jam-daq.csv,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,8.0
jatlas.csv,1.0,59.0,85.0,0.0,0.0,2.0,2.0,0.0,154.0,160.0
jedit.csv,0.0,1.0,0.0,0.0,66.0,0.0,0.0,2.0,154.0,2.0
mscore.csv,5.0,7.0,4.0,0.0,13.0,0.0,5.0,0.0,3.0,14.0
open-media-library.csv,0.0,3.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,17.0
panda3d.csv,5.0,4.0,1.0,1.0,13.0,0.0,3.0,0.0,1.0,2.0
wheat.csv,3.0,5.0,2.0,0.0,7.0,0.0,1.0,0.0,3.0,8.0
