,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.64,0.31,0.63,0.99,0.14,0.75,0.63,0.7,0.47,0.29
chrysalis.csv,0.48,0.0,0.19,0.28,0.04,0.12,0.37,0.18,0.1,0.93
jahshaka.csv,0.42,0.95,0.33,0.34,0.0,0.51,0.41,0.28,0.37,0.18
jam-daq.csv,0.4,0.11,0.31,0.53,0.25,0.28,0.99,0.24,0.27,0.27
jatlas.csv,0.08,0.0,0.0,0.02,1.0,0.05,0.08,0.07,0.0,0.0
jedit.csv,0.97,0.25,0.38,0.85,0.0,0.17,0.52,0.21,0.0,0.53
mscore.csv,0.56,0.24,0.52,0.86,0.24,0.99,0.58,0.59,0.38,0.26
open-media-library.csv,0.62,0.11,0.99,0.56,0.16,0.51,0.65,0.54,0.45,0.18
panda3d.csv,0.31,0.13,0.25,0.34,0.18,0.17,0.19,0.35,0.96,0.06
wheat.csv,0.4,0.34,0.42,0.43,0.4,0.62,0.45,1.0,0.41,0.3
