,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.27,0.0,0.0,0.99,0.09,0.0,0.09,0.0,0.0,0.0
chrysalis.csv,0.5,0.0,0.14,0.19,0.22,0.07,0.35,0.13,0.07,0.94
jahshaka.csv,0.35,0.93,0.29,0.25,0.0,0.43,0.4,0.21,0.48,0.22
jam-daq.csv,0.35,0.11,0.24,0.41,0.62,0.21,0.98,0.17,0.27,0.26
jatlas.csv,0.06,0.0,0.0,0.01,1.0,0.02,0.05,0.05,0.0,0.0
jedit.csv,0.96,0.21,0.34,0.6,0.0,0.12,0.47,0.17,0.0,0.6
mscore.csv,0.53,0.46,0.54,0.8,0.75,0.98,0.61,0.56,0.49,0.37
open-media-library.csv,0.65,0.11,0.98,0.38,0.58,0.46,0.7,0.49,0.56,0.22
panda3d.csv,0.27,0.11,0.21,0.24,0.44,0.12,0.13,0.29,0.95,0.05
wheat.csv,0.43,0.56,0.43,0.32,0.94,0.56,0.46,1.0,0.53,0.51
