,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.19,0.99,0.18,0.61,0.44,0.65,0.43,0.25,0.39,0.24,0.0,0.5,0.76,0.42,0.49,0.83
echongl.csv,0.4,0.83,0.25,0.76,0.58,0.81,0.55,0.33,0.65,0.89,0.03,0.83,0.02,0.67,0.51,0.35
findbugs.csv,0.45,0.74,0.25,0.62,0.6,0.74,0.24,0.33,0.68,0.36,0.03,0.82,0.03,0.66,0.58,0.61
google-web-toolkit.csv,0.41,0.67,0.26,0.8,0.47,0.72,0.31,0.35,0.7,0.78,0.02,0.83,0.19,0.71,0.41,0.44
gwanted.csv,0.44,0.63,0.29,0.52,0.75,0.53,0.38,0.53,0.66,0.18,0.03,0.77,0.31,0.65,0.42,0.03
ivatamasks.csv,0.41,0.9,0.13,0.76,0.57,0.86,0.5,0.34,0.58,0.84,0.02,0.76,0.98,0.66,0.55,0.82
onotoa.csv,0.2,0.85,0.1,0.7,0.35,0.79,0.22,0.29,0.3,0.81,0.0,0.67,0.59,0.51,0.48,0.42
orc.csv,0.08,0.72,0.44,0.62,0.69,0.31,0.35,0.31,0.74,0.0,0.0,0.52,0.56,0.34,0.3,0.2
plato.csv,0.43,0.99,0.15,0.79,0.89,0.89,0.52,0.3,0.62,0.79,0.02,0.84,0.98,0.71,0.51,0.78
proftp.csv,0.0,0.27,0.29,0.3,0.6,0.28,0.09,0.33,0.75,0.56,0.1,0.5,0.0,0.42,0.27,0.0
rodin-b-sharp.csv,0.67,0.69,0.39,0.42,0.63,0.45,0.8,0.22,0.23,0.56,0.0,0.49,0.0,0.32,0.33,0.43
uclmda.csv,0.0,0.01,0.04,0.0,0.17,0.37,0.15,0.0,0.19,0.02,0.0,0.06,1.0,0.1,0.11,0.63
umber.csv,0.83,0.92,0.19,0.83,0.9,0.8,0.56,0.26,0.63,0.8,0.02,0.66,0.98,0.64,0.44,0.79
unicase.csv,0.68,0.93,0.22,0.71,0.81,0.64,0.57,0.36,0.65,0.68,0.02,0.79,0.04,0.68,0.51,0.68
wpdev.csv,0.41,1.0,0.19,0.81,0.91,0.89,0.53,0.25,0.62,0.81,0.02,0.84,0.98,0.73,0.55,0.71
