,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.37,0.21,0.54,0.15,0.32,0.55,0.12,1.0,0.29,0.06
fritzing.csv,0.45,0.67,0.99,0.5,0.64,0.87,0.45,0.29,0.38,0.57
jlinalg.csv,1.0,0.61,0.61,0.55,0.8,0.54,0.09,0.6,0.64,0.65
knowledge.csv,0.83,0.09,0.05,0.09,0.98,0.36,0.16,0.62,0.0,0.5
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.49,0.48,0.51,0.61,0.7,0.83,0.5,0.73,0.61,0.98
playerstage.csv,0.45,0.64,0.62,0.96,0.75,0.28,0.23,0.56,0.43,0.38
quarkplusplus.csv,0.53,0.24,0.54,0.56,0.51,0.88,0.33,0.74,0.93,0.29
rtrt-on-gpu.csv,0.33,0.49,0.36,0.49,0.36,0.72,1.0,0.29,0.29,0.37
superwaba.csv,0.58,0.98,0.66,0.64,0.45,0.81,0.53,0.54,0.68,0.58
