,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.68,0.82,0.62,0.88,0.73,0.51,0.9,0.0,0.75,0.95
fritzing.csv,0.62,0.45,0.02,0.75,0.53,0.43,0.6,0.75,0.68,0.53
jlinalg.csv,0.0,0.62,0.72,0.79,0.42,0.79,1.06,0.72,0.64,0.66
knowledge.csv,0.37,0.98,0.99,0.98,0.02,0.9,1.0,0.74,1.01,0.83
massiv.csv,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0
multitude.csv,0.58,0.6,0.57,0.71,0.35,0.5,0.72,0.56,0.49,0.04
playerstage.csv,0.6,0.6,0.49,0.05,0.29,0.84,0.84,0.58,0.64,0.73
quarkplusplus.csv,0.54,0.8,0.56,0.52,0.55,0.41,0.81,0.39,0.08,0.77
rtrt-on-gpu.csv,0.72,0.64,0.79,0.75,0.71,0.47,0.02,0.78,0.77,0.69
superwaba.csv,0.51,0.02,0.51,0.54,0.87,0.54,0.59,0.81,0.56,0.61
