,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.07,0.08,0.4,0.06,0.0,0.1,0.04,0.0,0.06,0.0
fritzing.csv,0.14,0.29,0.01,0.59,0.4,0.43,0.06,0.02,0.16,0.25
jlinalg.csv,0.0,0.5,0.7,0.78,0.4,0.75,0.98,0.67,0.59,0.63
knowledge.csv,0.36,0.98,0.99,0.98,0.0,0.9,0.96,0.74,1.0,0.83
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.14,0.21,0.22,0.66,0.0,0.5,0.52,0.54,0.25,0.03
playerstage.csv,0.07,0.52,0.29,0.0,0.0,0.38,0.25,0.37,0.16,0.31
quarkplusplus.csv,0.14,0.02,0.25,0.19,0.0,0.41,0.42,0.3,0.0,0.15
rtrt-on-gpu.csv,0.07,0.34,0.42,0.55,0.2,0.39,0.02,0.22,0.16,0.12
superwaba.csv,0.21,0.0,0.39,0.42,0.8,0.54,0.31,0.8,0.5,0.44
