,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.94,0.56,0.55,0.58,1.0,0.03,0.33,1.0,0.75,1.0
fritzing.csv,0.91,0.55,0.99,0.39,0.95,0.02,0.57,0.83,0.62,0.7
jlinalg.csv,1.0,0.41,0.52,0.44,0.96,0.01,0.11,0.33,0.49,0.58
knowledge.csv,0.9,0.35,0.49,0.42,1.0,0.01,0.13,0.36,0.4,0.56
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.92,0.54,0.67,0.44,1.0,0.01,0.17,0.4,0.64,0.97
playerstage.csv,0.95,0.42,0.66,1.0,1.0,0.0,0.14,0.39,0.64,0.55
quarkplusplus.csv,0.92,0.83,0.65,0.65,1.0,0.02,0.13,0.52,1.0,0.64
rtrt-on-gpu.csv,0.93,0.43,0.43,0.39,0.95,0.01,0.91,0.33,0.55,0.75
superwaba.csv,0.9,1.0,0.62,0.52,0.91,0.01,0.25,0.34,0.53,0.59
