,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.48,0.27,0.54,0.2,0.43,0.06,0.15,1.0,0.38,0.09
fritzing.csv,0.56,0.6,0.99,0.45,0.77,0.03,0.47,0.38,0.43,0.61
jlinalg.csv,1.0,0.5,0.64,0.59,0.92,0.01,0.19,0.45,0.59,0.68
knowledge.csv,0.9,0.51,0.65,0.59,0.99,0.02,0.22,0.52,0.55,0.7
massiv.csv,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.59,0.48,0.55,0.56,0.78,0.03,0.25,0.55,0.61,0.98
playerstage.csv,0.56,0.53,0.63,0.97,0.83,0.01,0.17,0.46,0.47,0.42
quarkplusplus.csv,0.63,0.32,0.57,0.58,0.62,0.03,0.18,0.61,0.96,0.36
rtrt-on-gpu.csv,0.43,0.44,0.38,0.44,0.48,0.03,0.95,0.29,0.34,0.45
superwaba.csv,0.68,0.99,0.64,0.58,0.77,0.03,0.33,0.5,0.62,0.59
