,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,72.0,0.0,9.0,5.0,0.0,29.0,6.0,0.0,1.0,57.0,1.0,20.0,10.0,1.0,3.0,13.0,0.0,8.0,6.0,103.0
blogentis.csv,5.0,1.0,355.0,10.0,0.0,5.0,0.0,0.0,91.0,61.0,19.0,8.0,0.0,0.0,9.0,4.0,14.0,1.0,5.0,103.0
carabiner.csv,19.0,7.0,0.0,8.0,1.0,16.0,1.0,0.0,8.0,61.0,4.0,86.0,2.0,6.0,6.0,8.0,0.0,0.0,6.0,49.0
continuum-ide.csv,7.0,2.0,117.0,1.0,1.0,2.0,2.0,0.0,91.0,2.0,1.0,86.0,109.0,0.0,0.0,4.0,3.0,0.0,5.0,103.0
emulemorph.csv,72.0,1.0,355.0,158.0,59.0,6.0,2.0,3.0,91.0,61.0,3.0,86.0,0.0,49.0,55.0,58.0,128.0,6.0,139.0,103.0
free-evolution.csv,18.0,7.0,56.0,6.0,0.0,26.0,9.0,0.0,2.0,61.0,3.0,86.0,2.0,1.0,6.0,9.0,8.0,7.0,0.0,51.0
gtad.csv,0.0,108.0,355.0,3.0,0.0,169.0,92.0,0.0,91.0,61.0,0.0,86.0,1.0,0.0,55.0,0.0,128.0,72.0,1.0,103.0
htmlunit.csv,5.0,2.0,355.0,9.0,0.0,5.0,2.0,0.0,91.0,6.0,0.0,4.0,14.0,5.0,0.0,5.0,0.0,1.0,3.0,12.0
jaxen.csv,72.0,3.0,355.0,1.0,0.0,4.0,0.0,60.0,91.0,61.0,0.0,0.0,3.0,0.0,55.0,2.0,3.0,0.0,0.0,103.0
jsr308-langtools.csv,10.0,0.0,355.0,2.0,0.0,6.0,3.0,0.0,8.0,61.0,1.0,7.0,20.0,0.0,7.0,5.0,7.0,2.0,6.0,103.0
jvcl.csv,72.0,108.0,355.0,0.0,1.0,169.0,9.0,0.0,91.0,54.0,26.0,64.0,109.0,1.0,0.0,11.0,12.0,8.0,139.0,103.0
kaffeine.csv,54.0,5.0,0.0,10.0,0.0,23.0,0.0,0.0,2.0,52.0,26.0,68.0,2.0,11.0,10.0,9.0,1.0,8.0,15.0,89.0
m-m-m.csv,36.0,5.0,0.0,4.0,0.0,18.0,2.0,0.0,5.0,38.0,27.0,68.0,17.0,10.0,3.0,4.0,6.0,4.0,5.0,38.0
motu.csv,1.0,2.0,97.0,5.0,0.0,9.0,0.0,0.0,1.0,61.0,6.0,14.0,0.0,1.0,8.0,0.0,1.0,3.0,139.0,103.0
nh3d.csv,72.0,108.0,0.0,158.0,0.0,169.0,1.0,60.0,1.0,61.0,276.0,86.0,0.0,49.0,55.0,58.0,128.0,0.0,139.0,103.0
sarasvati.csv,21.0,5.0,0.0,16.0,0.0,0.0,92.0,0.0,4.0,18.0,21.0,0.0,109.0,9.0,9.0,7.0,10.0,72.0,11.0,103.0
taokgame.csv,6.0,108.0,355.0,1.0,0.0,3.0,11.0,0.0,0.0,61.0,276.0,86.0,109.0,0.0,55.0,2.0,3.0,5.0,2.0,103.0
wgs-assembler.csv,72.0,0.0,69.0,10.0,0.0,13.0,9.0,0.0,1.0,21.0,3.0,11.0,22.0,1.0,7.0,7.0,5.0,1.0,6.0,103.0
