,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.4,0.04,0.14,0.88,0.06,0.36,0.67,0.26,0.02,0.64,0.04,0.09,0.83,0.23,0.19,1.0,0.19,0.22,0.0
blogentis.csv,0.14,0.44,0.0,0.13,0.75,0.21,1.0,0.83,0.0,0.0,0.53,0.14,0.11,0.93,0.32,0.35,0.13,0.5,0.29,0.0
carabiner.csv,0.04,0.35,0.01,0.1,0.69,0.1,0.39,0.69,0.14,0.0,0.35,0.0,0.07,0.75,0.3,0.25,0.16,1.0,0.27,0.02
continuum-ide.csv,0.11,0.42,0.01,0.05,0.6,0.1,0.62,0.8,0.0,0.33,0.51,0.0,0.0,0.91,0.89,0.29,0.46,1.0,0.24,0.0
emulemorph.csv,0.0,0.5,0.0,0.0,0.0,0.11,0.2,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
free-evolution.csv,0.05,0.26,0.01,0.08,0.9,0.09,0.33,0.83,0.17,0.0,0.37,0.0,0.08,0.71,0.38,0.26,0.18,0.33,1.0,0.02
gtad.csv,1.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.33,0.0
htmlunit.csv,0.13,0.47,0.0,0.12,1.0,0.17,0.5,0.86,0.0,0.14,1.0,0.12,0.1,0.67,0.45,0.31,0.43,0.5,0.17,0.04
jaxen.csv,0.0,0.54,0.0,0.19,1.0,0.43,1.0,0.0,0.0,0.0,0.83,1.0,0.17,1.0,0.0,0.33,0.33,1.0,0.5,0.0
jsr308-langtools.csv,0.05,0.35,0.0,0.12,1.0,0.12,0.31,0.85,0.13,0.0,0.56,0.27,0.05,1.0,0.31,0.23,0.19,0.5,0.21,0.0
jvcl.csv,0.0,0.0,0.0,1.0,0.67,0.0,0.11,1.0,0.0,0.02,0.11,0.03,0.0,0.5,1.0,0.07,0.05,0.21,0.0,0.0
kaffeine.csv,0.03,0.36,0.01,0.1,1.0,0.07,0.33,0.84,0.12,0.02,0.31,0.06,0.06,0.61,0.3,0.24,0.17,0.3,0.24,0.01
m-m-m.csv,0.04,0.35,0.01,0.07,0.89,0.11,0.24,1.0,0.06,0.03,0.27,0.06,0.02,0.5,0.34,0.31,0.16,0.31,0.28,0.02
motu.csv,0.2,0.34,0.01,0.05,1.0,0.09,0.29,0.9,0.04,0.0,0.46,0.16,0.33,0.6,0.2,1.0,0.4,0.29,0.0,0.0
nh3d.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.33,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sarasvati.csv,0.04,0.43,0.06,0.09,0.75,1.0,0.0,1.0,0.14,0.05,0.3,0.75,0.0,0.58,0.36,0.13,0.15,0.0,0.21,0.0
taokgame.csv,0.07,0.0,0.0,0.11,1.0,0.09,0.11,1.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.12,0.18,0.29,0.45,0.0
wgs-assembler.csv,0.0,0.97,0.01,0.12,1.0,0.12,0.29,0.82,0.17,0.05,0.49,0.12,0.04,0.82,0.35,0.24,0.24,0.4,0.23,0.0
