,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.05,0.25,0.31,0.14,0.18,0.17,0.04,0.5,1.0,0.1,0.2,0.17,0.17,0.18,0.77,0.81,0.36,0.06,0.0
blogentis.csv,0.5,0.51,0.0,0.62,0.18,0.27,0.92,0.2,0.0,0.0,0.55,0.4,0.5,0.47,0.47,0.54,0.19,0.09,0.18,0.0
carabiner.csv,0.5,0.95,1.0,0.94,0.41,0.55,0.71,0.22,0.8,0.0,0.51,0.0,0.67,0.8,0.47,0.92,0.38,0.95,0.52,1.0
continuum-ide.csv,0.5,0.38,0.5,0.19,0.18,0.18,0.33,0.16,0.0,1.0,0.48,0.0,0.0,0.33,1.0,0.31,0.29,0.05,0.15,0.0
emulemorph.csv,0.0,0.03,0.0,0.0,0.0,0.18,0.04,0.02,0.0,0.0,0.02,0.0,0.83,0.0,0.0,0.0,0.0,0.05,0.0,0.0
free-evolution.csv,0.5,0.31,0.25,0.31,0.39,0.27,0.62,0.1,1.0,0.0,0.23,0.0,0.33,0.33,0.47,0.69,0.43,0.27,1.0,1.0
gtad.csv,1.0,0.0,0.0,0.12,0.02,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.17,0.1,0.0,0.08,0.0,0.0,0.03,0.0
htmlunit.csv,1.0,0.23,0.0,0.69,0.27,0.36,0.21,0.12,0.0,1.0,0.94,0.2,0.33,0.47,0.29,0.31,0.14,0.23,0.09,1.0
jaxen.csv,0.0,0.18,0.0,0.19,0.06,0.27,0.08,0.0,0.0,0.0,0.06,1.0,0.33,0.13,0.0,0.08,0.1,0.05,0.03,0.0
jsr308-langtools.csv,0.5,0.62,0.0,1.0,0.37,0.55,0.38,0.22,0.3,0.0,0.48,0.8,0.17,1.0,0.65,0.46,0.52,0.32,0.18,0.0
jvcl.csv,0.0,0.0,0.0,0.88,0.04,0.0,0.12,0.37,0.0,1.0,0.09,0.4,0.0,0.03,0.06,0.15,0.14,0.27,0.0,0.0
kaffeine.csv,1.0,1.0,0.75,1.0,0.96,1.0,0.88,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.94,1.0,0.9,0.95,0.85,1.0
m-m-m.csv,1.0,0.56,1.0,0.44,0.63,0.73,0.58,0.98,0.3,1.0,0.7,1.0,0.17,0.53,0.82,0.85,0.86,0.73,0.55,1.0
motu.csv,0.5,0.41,0.25,0.25,0.06,0.09,0.17,0.18,0.1,0.0,0.31,0.6,0.17,0.1,0.12,0.92,0.29,0.09,0.0,0.0
nh3d.csv,0.0,0.0,1.0,0.0,0.02,0.0,0.04,0.0,0.3,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.05,0.0,0.0
sarasvati.csv,0.5,0.15,0.75,0.44,0.55,0.82,0.0,0.04,0.1,1.0,0.43,0.6,0.0,0.5,0.47,0.23,0.52,0.0,0.39,0.0
taokgame.csv,0.5,0.0,0.0,0.12,0.14,0.18,0.08,0.02,0.9,0.0,0.0,0.0,0.0,0.07,0.0,0.15,0.33,0.09,0.27,0.0
wgs-assembler.csv,0.0,0.97,0.5,0.69,0.12,0.36,0.21,0.18,0.4,1.0,0.4,0.4,0.17,0.47,0.47,0.38,0.38,0.09,0.09,0.0
