,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.19,0.26,0.55,0.13,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0
panda3d.csv,0.81,0.0,0.15,0.47,0.59
scenemonitor.csv,0.0,0.46,0.58,0.33,0.84
xcf.csv,0.44,0.38,0.58,0.0,0.19
