,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,1.0,12.0,74.0,225.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,37.0,9.0,223.0,5.0,1.0,1.0,7.0
encog-cs.csv,0.0,16.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,14.0,9.0,0.0,1.0,9.0,0.0
geochat.csv,1.0,3.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,7.0,2.0,2.0,4.0,8.0,1.0,0.0,0.0,1.0
ibatisdb.csv,0.0,2.0,2.0,13.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0
inkscape.csv,2.0,13.0,1.0,4.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,51.0,33.0,3.0,0.0,1.0,5.0,14.0
jam-daq.csv,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,0.0,1.0,15.0,0.0
jhotdraw.csv,0.0,9.0,4.0,12.0,1.0,2.0,16.0,0.0,0.0,0.0,2.0,15.0,32.0,13.0,0.0,1.0,5.0,0.0
ninject.csv,5.0,65.0,2.0,4.0,0.0,8.0,0.0,1.0,0.0,2.0,4.0,11.0,1.0,4.0,4.0,1.0,3.0,0.0
ofbiz.csv,4.0,8.0,2.0,6.0,0.0,6.0,2.0,4.0,0.0,0.0,6.0,22.0,21.0,4.0,1.0,0.0,2.0,0.0
oorexx.csv,0.0,2.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,11.0,59.0,4.0,0.0,0.0,6.0,0.0
opentibia.csv,0.0,11.0,0.0,10.0,0.0,1.0,6.0,0.0,2.0,0.0,6.0,10.0,6.0,10.0,0.0,1.0,22.0,0.0
projectts.csv,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,13.0,0.0,0.0,1.0,0.0
retromenu.csv,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,127.0,0.0
roolo.csv,0.0,10.0,4.0,12.0,1.0,0.0,15.0,1.0,0.0,0.0,9.0,44.0,33.0,12.0,0.0,0.0,12.0,16.0
tango-cs.csv,0.0,13.0,3.0,14.0,1.0,0.0,16.0,1.0,0.0,2.0,1.0,8.0,16.0,13.0,0.0,0.0,9.0,14.0
trinitycore.csv,0.0,3.0,1.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,21.0,19.0,3.0,10.0,0.0,2.0,0.0
uface.csv,0.0,2.0,3.0,25.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,12.0,21.0,26.0,0.0,1.0,13.0,0.0
uwom-server.csv,0.0,3.0,1.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,14.0,9.0,11.0,2.0,0.0,3.0,4.0,0.0
