,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.89,0.37,0.0,0.9,0.43,0.41,0.47,0.62,0.46,0.52,0.49,0.41,0.8,0.9,0.96,0.8,0.95,0.56
encog-cs.csv,0.47,0.9,0.57,0.61,0.57,0.45,0.5,0.51,0.46,0.45,0.51,0.5,0.65,0.62,0.38,0.75,0.62,0.49
geochat.csv,0.92,0.47,0.78,0.52,0.69,0.41,0.89,0.74,0.8,0.8,0.69,0.61,0.9,0.48,0.72,0.44,0.63,0.93
ibatisdb.csv,0.9,0.67,0.9,0.64,0.83,0.7,0.63,0.83,0.89,0.83,0.95,0.59,0.75,0.64,0.79,0.75,0.73,0.91
inkscape.csv,0.5,0.34,0.45,0.54,0.49,0.36,0.36,0.43,0.45,0.56,0.36,0.42,0.38,0.54,0.4,0.38,0.42,0.43
jam-daq.csv,0.52,0.35,0.86,0.78,0.67,0.53,0.94,0.46,0.75,0.9,0.64,0.91,0.86,0.82,0.91,0.86,0.68,0.96
jhotdraw.csv,0.96,0.62,0.62,0.59,0.78,0.84,0.4,0.92,0.53,0.92,0.54,0.55,0.43,0.58,0.46,0.49,0.95,0.73
ninject.csv,0.92,0.0,0.81,0.73,0.83,0.6,0.92,0.92,0.93,0.67,0.68,0.77,0.64,0.71,0.47,0.46,0.59,0.69
ofbiz.csv,0.59,0.39,0.61,0.53,0.59,0.41,0.53,0.69,0.95,0.59,0.45,0.51,0.49,0.52,0.75,0.79,0.52,0.47
oorexx.csv,0.42,0.39,0.43,0.52,0.48,0.53,0.51,0.45,0.49,0.52,0.58,0.51,0.94,0.52,0.38,0.44,0.67,0.76
opentibia.csv,0.46,0.62,0.86,0.86,0.95,0.97,0.43,0.92,0.39,0.51,0.64,0.59,0.89,0.86,0.52,0.67,0.6,0.66
projectts.csv,0.5,0.33,0.39,0.41,0.54,0.4,0.56,0.85,0.89,0.45,0.44,0.37,0.44,0.41,0.5,0.45,0.42,0.42
retromenu.csv,0.38,0.38,0.75,0.7,0.88,0.98,0.36,0.79,0.88,0.88,0.57,0.57,0.67,0.73,0.55,0.89,0.0,0.63
roolo.csv,0.63,0.4,0.44,0.57,0.57,0.45,0.64,0.65,0.71,0.74,0.44,0.47,0.38,0.58,0.43,0.43,0.4,0.48
tango-cs.csv,0.47,0.35,0.4,0.49,0.49,0.45,0.41,0.43,0.43,0.42,0.45,0.46,0.6,0.49,0.52,0.61,0.37,0.47
trinitycore.csv,0.54,0.89,0.47,0.52,0.5,0.62,0.96,0.48,0.49,0.89,0.51,0.94,0.56,0.51,0.41,0.45,0.93,0.59
uface.csv,0.43,0.31,0.36,0.42,0.44,0.34,0.35,0.35,0.47,0.45,0.36,0.39,0.38,0.43,0.36,0.38,0.36,0.37
uwom-server.csv,0.46,0.6,0.61,0.51,0.42,0.98,0.53,0.6,0.39,0.88,0.6,0.51,0.61,0.53,0.45,0.57,0.95,0.43
