,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.55,0.8,0.57,0.75,0.51,0.54,0.8,0.8,0.91,0.41,0.86,0.62,0.84,0.97,0.77,0.6
bdbbasic.csv,0.4,0.66,0.64,0.38,0.56,0.33,0.5,0.8,0.48,0.29,0.93,0.46,0.41,0.97,0.8,0.52
crux-framework.csv,0.79,0.57,0.94,0.69,0.0,0.58,0.6,0.93,0.87,0.8,0.91,0.85,0.0,0.98,0.93,0.86
echongl.csv,0.52,0.96,0.43,0.44,0.47,0.47,0.92,0.58,0.42,0.36,0.71,0.55,0.53,0.43,0.57,0.65
etherboot.csv,0.0,0.95,0.0,0.0,0.6,0.0,0.0,0.58,0.79,0.0,0.33,0.8,0.51,0.0,0.34,0.41
freebios.csv,0.58,0.96,0.66,0.61,0.7,0.95,0.64,0.8,0.67,0.62,0.44,0.66,0.7,0.99,0.52,0.89
gebr.csv,0.41,0.38,0.44,0.47,0.44,0.5,0.41,0.46,0.4,0.29,0.34,0.42,0.48,0.35,0.45,0.41
glelite.csv,0.39,0.37,0.4,0.44,0.42,0.5,0.43,0.41,0.4,0.3,0.34,0.44,0.51,0.39,0.43,0.42
gnukeda.csv,0.46,0.93,0.68,0.5,0.62,0.76,0.88,0.75,0.0,0.93,0.66,0.5,0.92,0.67,0.46,0.45
google-gears.csv,0.44,0.53,0.5,0.48,0.42,0.48,0.4,0.46,0.4,0.3,0.45,0.48,0.51,0.36,0.53,0.42
gstreamer.csv,0.45,0.42,0.71,0.5,0.47,0.47,0.47,0.53,0.4,0.35,0.48,0.48,0.56,0.43,0.49,0.41
jnode.csv,0.67,0.69,0.81,0.59,0.86,0.86,0.9,0.79,0.92,0.93,0.75,0.96,0.67,0.93,0.8,0.75
metacosm.csv,0.75,0.43,0.39,0.57,0.64,0.72,0.93,0.47,0.9,0.48,0.45,0.57,0.56,0.66,0.51,0.41
openmeetings.csv,0.64,0.5,0.49,0.86,0.44,0.38,0.75,0.51,0.82,0.4,0.7,0.71,0.52,0.74,0.53,0.42
tradelink.csv,0.93,0.97,0.48,0.85,0.63,0.71,0.76,0.9,0.85,0.71,0.69,0.85,0.74,0.57,0.73,0.56
wxcrp.csv,0.5,0.44,0.42,0.48,0.41,0.4,0.39,0.46,0.4,0.32,0.5,0.51,0.5,0.34,0.59,0.46
