,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.71,0.93,0.75,0.55
hibernate.csv,0.21,0.64,0.73,0.53
lamp.csv,0.64,0.5,0.5,0.63
thout.csv,1.0,0.55,0.77,0.67
