,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.27,0.38,0.77,0.43
hibernate.csv,0.26,0.36,0.72,0.48
lamp.csv,0.33,0.34,0.59,0.45
thout.csv,0.18,0.47,0.69,0.37
