,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.63,0.54,0.66,0.71,0.42,0.66,0.61,0.57,0.72,0.67,0.67,0.67,0.71,0.58,0.17,0.5,0.55,0.05,0.72,0.55
ardour.csv,0.66,0.54,0.46,0.73,0.13,0.32,0.66,0.69,0.56,0.49,0.29,0.49,0.7,0.33,0.57,0.07,0.62,0.69,0.48,0.61
arianne.csv,0.58,0.71,0.09,0.21,0.58,0.0,0.37,0.0,0.13,0.13,0.0,0.0,0.24,0.34,0.17,0.18,0.5,0.23,0.05,0.0
bacnet.csv,0.57,0.37,0.54,0.58,0.55,0.47,0.6,0.64,0.65,0.61,0.53,0.38,0.65,0.39,0.67,0.2,0.48,0.59,0.65,0.54
cortex-vfx.csv,0.55,0.44,0.56,0.67,0.12,0.47,0.32,0.32,0.6,0.53,0.35,0.15,0.59,0.44,0.53,0.49,0.59,0.59,0.41,0.63
emeraldemu.csv,0.43,0.63,0.51,0.7,0.17,0.05,0.28,0.02,0.7,0.04,0.0,0.02,0.58,0.47,0.63,0.0,0.47,0.65,0.23,0.49
fritzing.csv,0.72,0.43,0.81,0.67,0.68,0.64,0.56,0.77,0.62,0.53,0.34,0.45,0.6,0.52,0.66,0.0,0.62,0.42,0.61,0.53
gnupdate.csv,0.55,0.48,0.34,0.53,0.58,0.52,0.42,0.42,0.55,0.3,0.81,0.5,0.51,0.41,0.47,0.6,0.62,0.54,0.2,0.6
grafx2.csv,0.59,0.62,0.51,0.7,0.17,0.55,0.62,0.75,0.69,0.61,0.4,0.53,0.66,0.62,0.53,0.27,0.63,0.36,0.57,0.62
gstreamer.csv,0.53,0.54,0.59,0.59,0.33,0.42,0.64,0.42,0.57,0.38,0.62,0.52,0.71,0.65,0.71,0.39,0.64,0.09,0.71,0.4
keyczar.csv,0.05,0.21,0.16,0.24,0.13,0.14,0.24,0.19,0.1,0.1,0.0,0.48,0.02,0.18,0.0,0.73,0.22,0.0,0.17,0.05
linux-ntfs.csv,0.25,0.61,0.64,0.64,0.44,0.47,0.57,0.44,0.54,0.49,0.18,0.31,0.59,0.55,0.34,0.69,0.62,0.27,0.64,0.71
multitude.csv,0.7,0.69,0.51,0.61,0.61,0.7,0.63,0.69,0.6,0.57,0.55,0.24,0.5,0.68,0.73,0.68,0.64,0.33,0.56,0.27
planeshift.csv,0.65,0.51,0.57,0.68,0.58,0.66,0.7,0.73,0.71,0.52,0.3,0.58,0.38,0.66,0.0,0.42,0.55,0.0,0.45,0.0
rsyslog.csv,0.55,0.59,0.34,0.7,0.52,0.77,0.67,0.69,0.67,0.25,0.45,0.47,0.62,0.66,0.65,0.18,0.59,0.35,0.5,0.64
salasaga.csv,0.62,0.44,0.66,0.64,0.52,0.63,0.7,0.73,0.67,0.67,0.53,0.46,0.64,0.5,0.72,0.5,0.62,0.59,0.66,0.55
wow-qrsk.csv,0.12,0.59,0.65,0.66,0.17,0.1,0.12,0.33,0.83,0.48,0.24,0.15,0.11,0.18,0.65,0.0,0.1,0.64,0.33,0.5
xmoto.csv,0.36,0.33,0.8,0.64,0.65,0.58,0.51,0.48,0.66,0.19,0.52,0.44,0.67,0.51,0.68,0.47,0.75,0.41,0.24,0.13
xuggle.csv,0.64,0.59,0.73,0.62,0.37,0.59,0.56,0.7,0.68,0.65,0.48,0.59,0.63,0.6,0.54,0.25,0.45,0.46,0.52,0.47
yield.csv,0.68,0.72,0.77,0.74,0.75,0.76,0.64,0.73,0.77,0.51,0.71,0.57,0.66,0.68,0.7,0.42,0.7,0.49,0.63,0.53
