,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.59,0.26,0.24,0.59
miranda-icq.csv,0.57,0.18,0.4,0.42
red5.csv,0.77,0.17,0.26,0.4
thrust.csv,0.58,0.5,0.21,0.47
