,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.75,0.49,0.51,0.17,1.0,0.35
chaperon.csv,0.1,0.08,0.16,1.0,0.13,0.12
mule.csv,0.98,0.23,0.2,0.18,0.51,0.36
nunit.csv,0.52,0.33,0.25,0.0,0.35,0.95
springside.csv,0.62,0.97,0.34,0.21,0.64,0.43
swtfox.csv,0.39,0.41,0.99,0.09,0.38,0.26
