,id,expected,max_bell,avge,median,bellwether,size
48,3,3,5,3.0,0.4,encog-java.csv,5
46,4,2,4,2.0,0.565,jfreereport.csv,4
53,5,12,14,6.35,0.965,miranda.csv,20
22,6,11,16,7.5,0.92,growl-for-windows.csv,18
17,7,1,2,1.5,0.27,jnode.csv,2
28,8,3,4,2.2,0.78,httpcontentparser.csv,5
15,9,12,15,8.6,0.955,wow-qrsk.csv,20
25,10,11,14,5.61,0.94,konversation.csv,18
16,11,7,10,4.45,1.0,crux-framework.csv,11
49,12,9,10,6.21,1.0,kmess.csv,14
52,13,5,6,3.5,1.0,migen.csv,8
54,14,5,8,4.0,0.55,massiv.csv,8
47,15,4,5,3.17,0.675,fluidium.csv,6
19,16,3,5,2.6,0.69,turbotrader-bos.csv,5
24,17,12,20,8.05,0.9,tcvp.csv,20
13,18,11,18,7.33,1.0,genoviz.csv,18
26,19,9,14,5.87,0.81,emulemorph.csv,15
12,20,1,0,0.0,0.34,dataobjectsdotnet.csv,1
29,21,6,10,7.0,0.405,wxjs.csv,10
55,22,2,4,2.25,0.575,omseek.csv,4
45,24,5,8,4.88,0.7,freedom-erp.csv,10
56,25,1,2,1.0,0.575,jsidplay2.csv,2
27,26,3,5,3.0,0.77,jchassis.csv,5
14,27,4,7,4.0,0.9,servicestack.csv,7
23,28,7,11,4.64,0.83,mecat.csv,11
18,29,5,6,2.88,0.865,log4net.csv,8
36,30,10,17,7.75,0.84,avisynth2.csv,17
4,32,1,2,1.5,0.46,bloodycore.csv,2
11,33,9,13,8.14,0.805,fido.csv,14
10,34,9,15,7.67,0.83,gtad.csv,16
5,35,7,9,4.82,0.93,oorexx.csv,11
37,37,10,16,5.62,0.95,dxengine.csv,17
32,38,10,16,6.69,0.825,mvdsv.csv,16
38,39,7,11,5.33,0.81,empyrean.csv,12
50,40,5,6,2.75,0.9199999999999999,nodal.csv,8
43,41,6,9,4.9,0.6100000000000001,jam-daq.csv,10
20,42,12,19,9.16,1.0,jbpm.csv,19
31,43,10,14,5.62,0.95,customsagetv.csv,16
30,44,12,17,8.85,0.9299999999999999,sidekar.csv,20
21,45,7,10,3.08,0.95,gabel.csv,12
42,46,12,11,5.68,0.91,zildo.csv,19
51,47,5,8,3.88,0.635,mediaportal.csv,8
44,48,3,5,3.2,0.52,snakeyaml.csv,5
2,50,8,8,4.46,0.9,gwanted.csv,13
7,51,11,15,7.82,1.0,qtwin.csv,17
39,52,4,4,2.5,0.6699999999999999,aztec.csv,6
35,53,2,4,2.0,0.5650000000000001,mp-rechnungs-und-kundenverwaltung.csv,4
34,54,7,11,6.91,0.93,uclmda.csv,11
40,55,9,12,7.14,0.94,cornerstone.csv,14
6,56,3,5,2.8,0.65,elmo.csv,5
3,57,6,9,5.4,0.895,zxing.csv,10
8,58,3,5,3.6,0.595,e-bio-flow.csv,6
1,59,7,9,5.17,1.0,jgameai.csv,13
9,60,12,18,10.85,0.805,xined.csv,20
0,61,4,6,3.14,0.84,ifmo-game-1.csv,7
33,62,5,7,2.75,0.9199999999999999,cities3d.csv,8
41,63,9,9,7.0,0.77,illumination.csv,15
