,id,max_bell,avge,median,bellwether
0,2,19,14.9,0.8049999999999999,fluidium.csv
1,23,7,6.43,0.31,jchassis.csv
2,31,4,3.25,0.31,fido.csv
3,36,12,9.75,0.45499999999999996,empyrean.csv
4,49,13,9.5,0.485,xined.csv
