,id,max_bell,avge,median,bellwether
0,2,7,3.5,0.595,patterntesting.csv
1,23,4,2.14,0.68,magicwars.csv
2,31,2,1.25,0.6399999999999999,lphant.csv
3,36,6,4.17,0.63,prelude.csv
4,49,8,5.14,0.7,sumatrapdf.csv
