,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.22,0.23,0.24,0.27,0.39,0.35,0.15,0.0,0.23,0.26,0.37
haphazard.csv,0.11,0.23,0.05,0.06,0.07,0.26,0.11,0.11,0.0,0.24,0.21
jicarilla.csv,0.02,0.03,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.08,0.0
jruby.csv,0.43,0.69,0.43,0.77,0.63,0.48,0.41,0.89,0.73,0.36,0.0
optalgtoolkit.csv,0.85,0.37,0.3,0.74,0.5,0.0,0.7,0.5,0.33,0.48,0.16
ossim.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
projectts.csv,0.65,0.61,0.24,0.52,0.6,0.39,0.0,0.06,0.54,0.51,0.58
qedo.csv,0.22,0.07,0.0,0.08,0.0,0.0,0.19,0.0,0.0,0.0,0.0
sabbu.csv,0.02,0.23,0.05,0.3,0.43,0.23,0.15,0.39,0.23,0.37,0.37
vxl.csv,0.69,0.0,0.76,0.18,0.19,0.23,0.89,1.0,0.19,0.19,0.37
zact.csv,0.37,0.05,0.03,0.03,0.0,0.0,0.0,0.61,0.02,0.1,0.05
