,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.37,0.34,0.21,0.09,0.04,0.24,0.14,0.98,0.15,0.07,0.46
haphazard.csv,0.12,0.25,0.06,0.12,0.0,0.36,0.22,0.08,0.96,0.02,0.27
jicarilla.csv,0.0,0.0,1.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.09
jruby.csv,0.67,0.39,0.31,0.12,0.14,0.26,0.57,0.54,0.27,0.05,1.0
optalgtoolkit.csv,0.64,0.34,0.43,0.13,0.11,0.97,0.6,0.46,0.24,0.04,0.29
ossim.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.64,0.38,0.09,0.13,0.16,0.49,0.96,0.27,0.39,0.13,0.62
qedo.csv,0.11,0.04,0.0,0.0,0.0,0.1,0.21,0.0,0.14,0.95,0.02
sabbu.csv,0.97,0.25,0.48,0.15,0.07,0.27,0.42,0.27,0.08,0.07,0.46
vxl.csv,0.52,0.97,0.7,0.06,0.12,0.14,0.72,0.78,0.08,0.0,0.43
zact.csv,0.36,0.05,0.0,0.08,0.6,0.0,0.0,0.57,0.0,0.04,0.06
