,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.76,0.69,0.88,0.8,0.94,0.87,0.93,0.05,0.88,0.9,0.78
haphazard.csv,0.94,0.79,0.97,0.88,1.0,0.73,0.87,0.96,0.08,0.98,0.87
jicarilla.csv,1.0,1.0,0.0,1.0,0.86,1.0,1.0,1.0,0.92,1.0,0.95
jruby.csv,0.52,0.73,0.85,0.78,0.65,0.88,0.63,1.02,0.83,0.94,0.0
optalgtoolkit.csv,0.87,0.68,0.7,0.74,0.66,0.05,0.79,0.81,0.77,0.99,0.84
ossim.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
projectts.csv,0.69,0.69,0.97,0.61,0.6,0.61,0.08,0.84,0.59,0.75,0.77
qedo.csv,0.96,0.98,1.0,1.0,1.0,0.95,0.88,1.0,0.92,0.09,0.99
sabbu.csv,0.04,0.79,0.67,0.58,0.83,0.82,0.72,0.91,0.95,0.9,0.78
vxl.csv,0.81,0.05,0.76,0.89,0.74,0.92,0.89,1.0,0.94,1.02,0.8
zact.csv,0.8,0.97,1.0,0.94,0.57,1.0,1.0,0.79,1.0,0.96,0.97
