,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.38,0.42,0.37,0.42,0.54,0.28,0.33,0.61,0.37
carabiner.csv,0.32,0.37,0.49,0.34,0.36,0.27,0.43,0.48,0.32
grisbi.csv,0.33,0.37,0.34,0.45,0.34,0.32,0.35,0.4,0.36
jmol.csv,0.37,0.4,0.45,0.5,0.38,0.42,0.77,0.43,0.43
minig.csv,0.53,0.44,0.34,0.54,0.44,0.38,0.61,0.75,0.36
mobicents.csv,0.39,0.45,0.34,0.54,0.57,0.38,0.54,0.85,0.33
x4x.csv,0.44,0.46,0.44,0.44,0.43,0.6,0.52,0.55,0.39
zabbix.csv,0.5,0.51,0.86,0.47,0.55,0.46,0.65,0.67,0.38
zxing.csv,0.33,0.39,0.41,0.43,0.44,0.39,0.38,0.53,0.4
