,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.49,0.21,0.09,0.24,0.34,0.26,0.0,0.33,0.33,0.5,0.38,0.64,0.0,0.1,0.05,0.38,0.18,0.0,0.21
beast-mcmc.csv,0.25,0.76,0.53,0.55,0.37,0.46,0.66,0.32,0.76,0.43,0.35,0.46,0.64,0.67,0.81,0.75,0.32,0.69,0.4
bigdata.csv,0.16,0.5,0.3,0.53,0.4,0.33,1.0,0.15,0.05,0.07,0.49,0.23,0.34,0.11,0.16,0.44,0.32,1.0,0.42
codesmith.csv,0.25,0.66,0.21,0.63,0.49,0.79,0.8,0.86,0.0,0.79,0.11,0.18,0.87,0.28,0.62,0.31,0.24,0.5,0.32
coot.csv,0.65,0.34,0.8,0.79,0.0,0.64,0.63,0.53,0.62,0.5,0.49,0.08,0.0,0.76,0.27,0.47,0.21,0.0,0.74
cuberok.csv,0.34,0.32,0.69,0.5,0.49,0.61,0.31,0.62,0.52,0.64,0.65,0.44,0.96,0.91,0.54,0.41,0.32,0.5,0.94
icescrum.csv,0.28,0.29,0.21,0.18,0.34,0.35,0.31,0.32,0.33,0.29,0.27,0.33,0.25,0.27,0.32,0.16,0.09,0.38,0.15
jbasic.csv,0.67,0.82,0.56,0.74,0.69,0.75,0.4,0.38,0.93,1.0,0.24,0.79,0.91,0.59,0.76,0.81,0.53,0.75,0.5
jrefactory.csv,0.78,0.32,0.78,0.61,0.06,0.41,0.51,0.42,0.57,0.14,0.14,0.05,0.32,0.6,0.27,0.5,0.97,0.19,0.85
jsecurity.csv,0.16,0.47,0.22,0.08,0.37,0.23,0.4,0.05,0.14,0.07,0.05,0.15,0.08,0.08,0.3,0.03,0.5,0.38,0.02
kolmafia.csv,0.79,0.92,0.79,0.63,0.57,0.74,0.74,0.94,0.97,1.0,0.81,0.26,0.4,0.97,0.78,0.94,0.65,0.56,0.94
libopenmetaverse.csv,1.0,0.97,1.0,0.92,0.29,1.0,0.86,1.0,0.71,1.0,1.0,0.64,0.36,1.0,0.97,0.97,0.35,0.5,1.0
mevenide.csv,0.07,0.13,0.09,0.0,0.09,0.06,0.09,0.06,0.07,0.07,0.14,0.05,0.02,0.2,0.11,0.12,0.38,0.06,0.08
mobicents.csv,0.53,0.55,0.24,0.11,0.8,0.33,0.77,0.67,0.4,0.57,0.43,0.64,0.83,0.28,0.81,0.72,0.38,0.88,0.87
opendvr.csv,0.52,0.76,0.3,0.42,1.0,0.41,0.57,0.38,0.33,1.0,0.81,0.97,0.28,0.35,0.51,0.5,0.62,0.81,0.34
power-architect.csv,0.74,0.89,0.54,0.5,0.97,0.84,1.0,0.42,0.72,0.14,0.62,0.79,1.0,0.69,0.73,1.0,1.0,1.0,1.0
sidekar.csv,0.0,0.0,0.0,0.24,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.14,0.03,0.1,0.39,0.2,0.15,0.43,0.05,0.28,0.14,0.14,0.69,0.0,0.02,0.08,0.06,0.26,0.5,0.42
thedata.csv,0.74,0.55,0.49,0.66,0.31,0.71,0.69,0.88,0.53,0.86,0.62,0.92,0.45,0.69,0.57,0.09,0.29,0.88,0.03
