,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.38,0.62,0.96,0.47,0.52,0.55,0.0,0.46,0.53,0.36,0.5,0.32,0.0,0.79,0.75,0.39,0.93,0.0,0.71
beast-mcmc.csv,0.5,0.4,0.48,0.54,0.47,0.45,0.41,0.42,0.4,0.39,0.43,0.37,0.48,0.48,0.42,0.36,0.51,0.39,0.54
bigdata.csv,0.86,0.48,0.65,0.5,0.55,0.59,0.37,0.68,0.75,0.69,0.47,0.6,0.88,0.88,0.71,0.48,0.64,0.41,0.44
codesmith.csv,0.84,0.61,0.83,0.54,0.66,0.45,0.5,0.51,0.0,0.44,0.78,0.92,0.48,0.79,0.83,0.65,0.5,0.7,0.67
coot.csv,0.54,0.62,0.62,0.59,0.0,0.65,0.4,0.89,0.6,0.57,0.73,0.75,0.0,0.59,0.47,0.64,0.87,0.0,0.49
cuberok.csv,0.72,0.61,0.66,0.72,0.57,0.59,0.62,0.71,0.71,0.59,0.52,0.76,0.45,0.5,0.83,0.5,0.91,0.52,0.38
icescrum.csv,0.53,0.58,0.73,0.55,0.48,0.46,0.41,0.47,0.52,0.5,0.53,0.41,0.53,0.53,0.46,0.47,0.92,0.38,0.9
jbasic.csv,0.4,0.43,0.59,0.45,0.48,0.4,0.48,0.51,0.42,0.36,0.51,0.39,0.47,0.47,0.44,0.37,0.55,0.42,0.65
jrefactory.csv,0.46,0.61,0.58,0.73,0.8,0.85,0.42,0.76,0.62,0.86,0.98,0.92,0.54,0.64,0.38,0.65,0.38,0.6,0.41
jsecurity.csv,0.86,0.58,0.51,0.9,0.52,0.74,0.52,0.89,0.82,0.83,0.97,0.64,0.86,0.88,0.39,0.67,0.48,0.47,0.5
kolmafia.csv,0.34,0.37,0.43,0.42,0.35,0.34,0.4,0.42,0.41,0.32,0.36,0.4,0.57,0.46,0.37,0.33,0.49,0.34,0.34
libopenmetaverse.csv,0.33,0.38,0.46,0.46,0.47,0.36,0.41,0.43,0.46,0.34,0.4,0.39,0.48,0.45,0.45,0.32,0.47,0.32,0.36
mevenide.csv,0.96,0.68,0.95,0.89,0.86,0.98,0.78,0.72,0.89,0.8,0.87,0.88,0.67,0.72,0.77,0.8,0.82,0.67,0.83
mobicents.csv,0.38,0.4,0.53,0.53,0.42,0.44,0.45,0.42,0.54,0.36,0.39,0.33,0.48,0.45,0.45,0.38,0.67,0.45,0.37
opendvr.csv,0.38,0.43,0.45,0.47,0.35,0.39,0.53,0.45,0.63,0.33,0.36,0.34,0.61,0.5,0.4,0.31,0.49,0.41,0.5
power-architect.csv,0.45,0.41,0.39,0.44,0.36,0.4,0.37,0.62,0.56,0.44,0.43,0.36,0.44,0.53,0.58,0.31,0.36,0.41,0.36
sidekar.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.44,0.94,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.93,0.86,0.95,0.66,0.63,0.78,0.7,0.92,0.74,0.83,0.81,0.34,0.0,0.86,0.8,0.8,0.72,0.39,0.41
thedata.csv,0.43,0.58,0.66,0.59,0.64,0.5,0.44,0.5,0.5,0.39,0.54,0.39,0.44,0.63,0.43,0.9,0.82,0.41,0.83
