,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.69,0.11,0.61,0.66
emftriple.csv,0.17,0.98,0.14,0.29
fluent-nhibernate.csv,0.72,0.0,0.96,0.46
gpsmid.csv,0.77,0.52,0.85,0.66
