,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.5,0.34,0.76,0.24
emftriple.csv,0.24,0.11,0.4,0.15
fluent-nhibernate.csv,0.42,0.36,0.19,0.14
gpsmid.csv,0.18,0.71,0.26,0.41
