,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.7,0.03,0.21,0.58
emftriple.csv,0.22,0.59,0.05,0.31
fluent-nhibernate.csv,0.73,0.0,0.52,0.47
gpsmid.csv,0.8,0.12,0.4,0.51
