,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.34,0.31,0.9,0.45,0.48,0.08,0.58,0.71,0.35
e-bio-flow.csv,0.17,0.2,0.25,0.58,0.37,0.18,0.29,0.25,0.6
jmoney.csv,0.2,0.35,0.15,0.42,0.45,0.2,0.6,0.03,0.33
jmonkeyengine.csv,0.51,0.78,0.65,0.49,0.34,0.24,0.65,0.28,0.71
jsidplay2.csv,0.41,0.39,0.2,0.31,0.7,0.6,0.38,0.25,0.38
matrex.csv,0.22,0.04,0.15,0.18,0.21,0.14,0.33,0.17,0.03
piccolo2d.csv,0.12,0.22,0.1,0.29,0.26,0.26,0.56,0.53,0.1
reaper3d.csv,0.39,0.24,0.3,0.24,0.22,0.2,0.21,0.21,0.32
sblim.csv,0.24,0.65,0.05,0.21,0.12,0.08,0.19,0.03,0.17
