,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.6,0.8,0.86,0.91,0.83,1.0,0.73,0.98,1.0,0.93,0.97,0.91,0.75,0.82,1.0,0.88,0.62,0.93
doomlegacy.csv,0.85,0.2,1.0,0.52,0.81,0.92,0.96,0.21,0.33,0.93,0.79,0.88,0.75,0.53,1.0,0.74,0.8,0.27
elmo.csv,0.31,0.6,0.04,0.2,0.21,0.08,0.24,0.05,0.12,0.0,0.01,0.24,0.2,0.35,0.45,0.24,0.27,0.17
geochat.csv,0.22,0.6,0.64,0.54,0.18,0.11,0.31,0.34,0.7,0.07,0.03,0.03,0.38,0.35,0.64,0.34,0.09,0.57
gpac.csv,0.22,1.0,0.94,0.96,0.49,0.83,0.97,0.68,0.98,1.0,0.94,0.91,0.49,1.0,1.0,0.64,0.6,0.97
illumination.csv,0.0,0.8,0.08,0.48,0.0,0.78,0.02,0.0,0.0,0.36,0.45,0.3,0.0,0.82,1.0,0.0,0.0,0.23
ktc.csv,0.77,0.4,0.65,0.2,0.57,0.39,0.5,0.5,0.45,0.5,0.24,0.67,0.56,0.47,0.55,0.49,0.51,0.27
neoengine.csv,0.51,1.0,0.62,0.57,0.44,0.78,0.76,1.0,0.94,0.71,0.24,0.85,0.75,0.71,0.73,0.71,0.44,0.7
nicepress.csv,0.66,1.0,0.96,0.41,0.72,0.75,0.72,0.88,0.98,0.43,0.6,0.36,0.36,0.41,0.68,0.83,0.71,0.43
omseek.csv,0.3,0.0,0.09,0.0,0.21,0.06,0.19,0.02,0.09,0.57,0.22,0.61,0.02,0.18,0.14,0.15,0.51,0.07
open-ms.csv,0.78,0.4,0.61,0.2,0.62,0.31,0.54,0.18,0.23,0.14,0.21,0.76,0.79,0.47,0.77,0.52,0.64,0.07
pi-qmc.csv,0.34,0.8,0.78,0.63,0.25,0.53,0.39,0.91,0.98,0.43,0.3,0.82,0.7,0.82,0.77,0.46,0.49,0.63
rosegarden.csv,0.83,0.6,0.96,0.41,0.7,0.58,0.7,0.66,0.39,0.43,0.37,0.79,0.79,0.06,0.77,0.92,0.82,0.17
smarttag.csv,0.7,0.8,0.96,0.63,0.56,0.61,0.51,0.48,0.42,0.5,0.72,0.67,0.8,0.71,0.68,0.73,0.78,0.53
sylpheed-claws.csv,0.97,1.0,0.97,0.91,0.94,1.0,0.9,0.71,0.71,0.93,1.0,1.0,0.99,1.0,1.0,1.0,0.8,0.63
tango-cs.csv,0.81,0.8,0.74,0.93,0.77,0.97,0.8,0.89,0.82,1.0,0.87,0.85,0.74,0.82,0.77,0.72,0.64,0.97
xemeiah.csv,0.64,0.2,0.82,0.28,0.61,0.83,0.9,0.79,0.87,0.79,0.78,0.36,0.38,0.0,0.5,0.55,0.8,0.2
zscreen.csv,0.76,0.2,0.71,0.76,0.69,0.78,0.72,0.05,0.07,0.36,0.79,0.73,0.49,0.59,0.5,0.72,0.64,0.47
