,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.48,0.38,0.41,0.35,0.42,0.42,0.41,0.32,0.44,0.4,0.46,0.44,0.39,0.36,0.41,0.41,0.42,0.37
doomlegacy.csv,0.4,0.8,0.44,0.55,0.46,0.47,0.37,0.94,0.64,0.41,0.47,0.45,0.37,0.5,0.41,0.46,0.39,0.74
elmo.csv,0.77,0.54,0.88,0.86,0.94,0.8,0.83,0.8,0.94,0.5,0.88,0.98,0.89,0.57,0.62,0.84,0.77,0.92
geochat.csv,0.78,0.67,0.55,0.6,0.99,0.91,0.84,0.76,0.46,0.8,0.83,0.98,0.82,0.89,0.46,0.75,0.9,0.59
gpac.csv,0.96,0.52,0.45,0.42,0.7,0.51,0.35,0.49,0.44,0.4,0.46,0.5,0.6,0.35,0.43,0.52,0.47,0.38
illumination.csv,0.0,0.57,0.95,0.56,0.0,0.5,0.9,0.0,0.0,0.58,0.58,0.66,0.0,0.65,0.42,0.0,0.0,0.88
ktc.csv,0.39,0.4,0.42,0.82,0.55,0.54,0.49,0.42,0.44,0.4,0.78,0.47,0.37,0.43,0.56,0.54,0.39,0.82
neoengine.csv,0.57,0.51,0.5,0.5,0.7,0.48,0.39,0.32,0.4,0.45,0.69,0.46,0.36,0.4,0.58,0.5,0.49,0.48
nicepress.csv,0.44,0.49,0.45,0.59,0.47,0.54,0.42,0.33,0.44,0.65,0.43,0.77,0.58,0.71,0.52,0.42,0.42,0.62
omseek.csv,0.95,0.0,0.92,0.0,0.96,0.86,0.92,0.5,0.94,0.48,0.95,0.71,0.5,0.86,0.67,0.97,0.45,0.83
open-ms.csv,0.36,0.41,0.41,0.83,0.52,0.62,0.43,0.81,0.72,0.83,0.72,0.49,0.3,0.5,0.52,0.53,0.33,0.88
pi-qmc.csv,0.66,0.47,0.38,0.39,0.86,0.42,0.53,0.31,0.44,0.41,0.6,0.4,0.33,0.34,0.52,0.54,0.42,0.38
rosegarden.csv,0.39,0.42,0.45,0.55,0.53,0.51,0.4,0.41,0.49,0.62,0.69,0.52,0.34,0.86,0.51,0.43,0.34,0.85
smarttag.csv,0.41,0.42,0.45,0.42,0.49,0.48,0.49,0.49,0.46,0.5,0.45,0.44,0.37,0.41,0.57,0.42,0.39,0.47
sylpheed-claws.csv,0.36,0.5,0.42,0.35,0.4,0.42,0.35,0.35,0.44,0.39,0.44,0.43,0.35,0.33,0.41,0.39,0.35,0.45
tango-cs.csv,0.44,0.45,0.47,0.4,0.5,0.42,0.41,0.36,0.5,0.4,0.48,0.45,0.39,0.37,0.48,0.42,0.46,0.37
xemeiah.csv,0.45,0.78,0.39,0.73,0.55,0.48,0.37,0.32,0.4,0.41,0.53,0.69,0.53,0.83,0.52,0.49,0.38,0.96
zscreen.csv,0.43,0.86,0.47,0.47,0.52,0.49,0.48,0.8,0.88,0.65,0.49,0.52,0.47,0.4,0.61,0.5,0.4,0.57
