,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.48,0.16,0.57,0.74,0.41,0.52,0.77,0.7,0.65,0.42,0.68,0.22,0.75,0.33,0.44,0.33,0.5,0.39
doomlegacy.csv,0.67,0.2,0.55,0.62,0.52,0.59,0.71,0.32,0.44,0.4,0.64,0.25,0.79,0.32,0.44,0.37,0.53,0.25
elmo.csv,0.41,0.19,0.08,0.3,0.29,0.15,0.36,0.1,0.22,0.0,0.03,0.2,0.32,0.3,0.53,0.23,0.36,0.23
geochat.csv,0.21,0.1,0.42,0.56,0.19,0.17,0.41,0.39,0.56,0.11,0.05,0.03,0.5,0.27,0.31,0.21,0.15,0.46
gpac.csv,0.3,0.14,0.56,0.79,0.4,0.55,0.71,0.7,0.65,0.44,0.62,0.25,0.59,0.36,0.45,0.36,0.5,0.39
illumination.csv,0.0,0.12,0.14,0.49,0.0,0.51,0.03,0.0,0.0,0.26,0.43,0.11,0.0,0.7,0.44,0.0,0.0,0.25
ktc.csv,0.72,0.16,0.64,0.32,0.58,0.45,0.6,0.53,0.53,0.41,0.36,0.32,0.68,0.31,0.6,0.39,0.48,0.31
neoengine.csv,0.55,0.14,0.61,0.65,0.43,0.58,0.71,0.71,0.7,0.43,0.33,0.25,0.77,0.32,0.67,0.33,0.43,0.41
nicepress.csv,0.56,0.16,0.54,0.51,0.54,0.7,0.69,0.66,0.65,0.32,0.62,0.23,0.51,0.34,0.43,0.36,0.54,0.34
omseek.csv,0.43,0.0,0.16,0.0,0.34,0.09,0.28,0.03,0.16,0.37,0.34,0.38,0.05,0.25,0.24,0.22,0.46,0.11
open-ms.csv,0.65,0.15,0.56,0.31,0.57,0.37,0.54,0.26,0.34,0.2,0.27,0.3,0.8,0.33,0.62,0.36,0.45,0.11
pi-qmc.csv,0.36,0.12,0.59,0.64,0.27,0.47,0.49,0.66,0.65,0.29,0.36,0.23,0.72,0.35,0.72,0.32,0.42,0.36
rosegarden.csv,0.7,0.14,0.56,0.56,0.61,0.53,0.62,0.65,0.48,0.4,0.45,0.26,0.79,0.08,0.47,0.37,0.51,0.18
smarttag.csv,0.56,0.18,0.54,0.65,0.47,0.55,0.58,0.53,0.48,0.44,0.64,0.22,0.79,0.35,0.7,0.33,0.55,0.38
sylpheed-claws.csv,0.59,0.13,0.56,0.73,0.44,0.51,0.72,0.68,0.69,0.43,0.63,0.2,0.85,0.35,0.44,0.34,0.58,0.42
tango-cs.csv,0.58,0.24,0.55,0.76,0.44,0.51,0.73,0.7,0.62,0.42,0.68,0.21,0.77,0.34,0.39,0.33,0.59,0.4
xemeiah.csv,0.63,0.14,0.56,0.43,0.49,0.56,0.71,0.68,0.66,0.4,0.74,0.26,0.52,0.0,0.49,0.34,0.55,0.22
zscreen.csv,0.66,0.17,0.62,0.81,0.5,0.53,0.64,0.1,0.13,0.29,0.66,0.27,0.61,0.29,0.49,0.37,0.5,0.34
