,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,3.0,11.0,3.0,2.0,6.0,14.0,1.0,0.0,3.0,2.0,1.0,68.0,1.0,6.0,7.0,17.0,0.0,8.0
doomlegacy.csv,8.0,2.0,3.0,0.0,1.0,6.0,0.0,2.0,0.0,4.0,1.0,41.0,0.0,10.0,7.0,15.0,0.0,12.0
elmo.csv,12.0,6.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,52.0,5.0,7.0,0.0,3.0,2.0,13.0,2.0,1.0
geochat.csv,16.0,8.0,6.0,0.0,3.0,1.0,3.0,0.0,3.0,3.0,4.0,35.0,1.0,7.0,14.0,17.0,0.0,0.0
gpac.csv,4.0,8.0,3.0,0.0,1.0,10.0,0.0,0.0,3.0,4.0,1.0,61.0,1.0,8.0,5.0,6.0,0.0,13.0
illumination.csv,284.0,8.0,3.0,0.0,360.0,11.0,4.0,102.0,232.0,9.0,7.0,53.0,105.0,1.0,6.0,436.0,113.0,0.0
ktc.csv,4.0,9.0,1.0,1.0,3.0,2.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,10.0,0.0,1.0,4.0,1.0
neoengine.csv,3.0,8.0,0.0,0.0,11.0,5.0,2.0,0.0,2.0,1.0,10.0,38.0,0.0,11.0,3.0,16.0,0.0,6.0
nicepress.csv,5.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,25.0,0.0,4.0,16.0,13.0,3.0,4.0
omseek.csv,4.0,71.0,0.0,72.0,1.0,3.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
open-ms.csv,3.0,12.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,9.0,16.0,0.0,8.0,7.0,5.0,6.0,5.0
pi-qmc.csv,3.0,30.0,8.0,0.0,12.0,3.0,0.0,2.0,3.0,7.0,2.0,29.0,1.0,2.0,2.0,3.0,0.0,6.0
rosegarden.csv,11.0,10.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,4.0,1.0,38.0,0.0,2.0,22.0,16.0,0.0,17.0
smarttag.csv,6.0,11.0,3.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,31.0,0.0,6.0,0.0,9.0,0.0,0.0
sylpheed-claws.csv,11.0,8.0,3.0,2.0,9.0,16.0,5.0,0.0,1.0,2.0,1.0,99.0,1.0,8.0,7.0,23.0,0.0,3.0
tango-cs.csv,23.0,5.0,2.0,0.0,4.0,13.0,1.0,0.0,3.0,4.0,1.0,57.0,1.0,11.0,6.0,13.0,0.0,8.0
xemeiah.csv,3.0,2.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,81.0,7.0,5.0,0.0,7.0
zscreen.csv,6.0,1.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,1.0,24.0,0.0,6.0,1.0,12.0,0.0,4.0
