,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.71,0.81,0.41,0.81,0.54,0.73,0.98,0.39,0.14,0.27,0.4,0.32,0.2,0.4,0.54
continuum-ide.csv,0.33,0.24,0.21,0.0,0.07,0.44,0.06,1.0,0.0,0.2,0.21,0.28,0.31,0.2,0.31
fleet-simulator.csv,0.76,0.72,0.54,0.35,0.54,0.19,0.45,0.52,0.2,0.61,0.26,0.71,1.0,0.6,0.69
hydrate.csv,0.28,0.0,0.27,0.0,0.2,0.03,0.0,0.36,0.06,0.27,0.29,0.24,0.31,0.23,0.95
ivef-sdk.csv,0.73,0.73,0.52,0.82,0.44,1.0,0.68,0.06,0.12,0.69,0.0,0.68,0.18,0.27,0.0
jmri.csv,0.64,0.78,0.96,0.47,0.38,0.5,0.35,0.34,0.16,0.7,0.29,0.29,0.5,0.61,0.21
kdenlive.csv,0.98,0.83,0.49,0.46,0.42,0.79,0.33,0.45,0.16,0.57,0.19,0.67,0.67,0.46,0.65
mia.csv,0.3,0.51,0.51,0.06,0.3,0.05,0.08,0.25,0.94,0.73,0.26,0.59,0.04,0.27,0.52
ontopia.csv,0.74,0.92,0.54,0.77,0.51,0.77,0.65,0.39,0.17,1.0,0.24,0.84,0.88,0.8,0.66
opentibia.csv,0.8,0.99,0.55,0.67,0.45,0.9,0.71,0.44,0.17,0.61,0.23,0.6,0.84,0.77,0.77
runuomondains.csv,0.41,0.21,0.3,0.43,0.37,0.09,0.11,0.19,0.1,0.08,1.0,0.4,0.07,0.2,0.33
somap.csv,0.73,0.91,0.61,0.79,0.52,0.19,0.67,0.46,0.15,0.9,0.2,0.99,0.93,0.77,0.74
taverna.csv,0.36,0.4,0.23,0.55,0.96,0.08,0.4,0.1,0.04,0.43,0.1,0.33,0.71,0.14,0.06
tigermud.csv,0.68,0.8,0.43,0.74,0.51,0.65,0.67,0.5,0.1,0.75,0.25,0.6,0.82,0.89,0.71
x-ray-mule.csv,0.54,0.36,0.47,0.98,0.43,0.63,0.31,0.3,0.13,0.36,0.08,0.68,0.48,0.51,0.46
