,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.65,0.71,0.36,0.68,0.66,0.63,0.98,0.5,0.5,0.19,0.75,0.22,0.13,0.33,0.44
continuum-ide.csv,0.27,0.17,0.16,0.0,0.05,0.33,0.04,1.0,0.0,0.14,0.42,0.2,0.23,0.13,0.25
fleet-simulator.csv,0.71,0.6,0.56,0.27,0.67,0.0,0.45,0.64,0.65,0.44,0.61,0.6,1.0,0.54,0.44
hydrate.csv,0.2,0.0,0.21,0.0,0.18,0.01,0.0,0.44,0.07,0.19,0.7,0.17,0.23,0.17,0.93
ivef-sdk.csv,0.66,0.62,0.54,0.73,0.56,1.0,0.67,0.07,0.44,0.58,0.0,0.0,0.11,0.23,0.0
jmri.csv,0.53,0.62,0.95,0.42,0.46,0.34,0.33,0.43,0.55,0.59,0.62,0.2,0.34,0.44,0.18
kdenlive.csv,0.97,0.73,0.47,0.41,0.53,0.72,0.31,0.6,0.34,0.44,0.5,0.55,0.0,0.39,0.58
mia.csv,0.21,0.39,0.52,0.04,0.38,0.04,0.07,0.21,0.91,0.61,0.53,0.33,0.02,0.23,0.43
ontopia.csv,0.41,0.0,0.5,0.36,0.42,0.27,0.13,0.53,0.35,1.0,0.41,0.0,0.0,0.54,0.52
opentibia.csv,0.36,0.98,0.58,0.0,0.55,0.87,0.74,0.29,0.17,0.44,0.57,0.49,0.0,0.44,0.37
runuomondains.csv,0.34,0.14,0.25,0.37,0.37,0.07,0.07,0.15,0.07,0.05,1.0,0.29,0.05,0.16,0.25
somap.csv,0.4,0.0,0.24,0.56,0.24,0.0,0.33,0.3,0.5,0.0,0.27,0.99,0.0,0.0,0.2
taverna.csv,0.29,0.29,0.19,0.45,0.94,0.05,0.37,0.07,0.07,0.33,0.14,0.23,0.61,0.11,0.04
tigermud.csv,0.13,0.63,0.43,0.35,0.63,0.54,0.54,0.43,0.32,0.47,0.51,0.45,0.37,0.85,0.45
x-ray-mule.csv,0.47,0.27,0.49,0.98,0.55,0.52,0.3,0.38,0.44,0.27,0.14,0.48,0.36,0.45,0.4
