,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.4,0.48,0.85,0.48,0.56,0.78,0.72,0.38,0.52,0.92,0.59,0.94,0.83,0.53,0.53
continuum-ide.csv,0.97,0.93,0.98,0.8,0.0,0.95,0.0,0.59,0.67,0.92,0.57,0.85,0.9,0.8,0.83
fleet-simulator.csv,0.39,0.44,0.4,0.37,0.4,0.42,0.56,0.27,0.35,0.42,0.4,0.41,0.3,0.41,0.4
hydrate.csv,0.93,0.0,0.91,0.0,0.79,0.86,0.5,0.45,0.93,0.93,0.45,0.9,0.9,0.67,0.4
ivef-sdk.csv,0.45,0.5,0.7,0.49,0.62,0.61,0.54,0.94,0.57,0.63,0.0,0.57,0.92,0.94,0.0
jmri.csv,0.52,0.48,0.59,0.57,0.54,0.54,0.54,0.54,0.49,0.49,0.63,0.92,0.73,0.6,0.79
kdenlive.csv,0.44,0.44,0.54,0.5,0.47,0.71,0.52,0.42,0.44,0.55,0.41,0.5,0.49,0.6,0.41
mia.csv,0.93,0.89,0.7,0.83,0.68,0.83,0.88,0.86,0.94,0.49,0.7,0.65,0.5,0.94,0.59
ontopia.csv,0.44,0.45,0.47,0.46,0.41,0.48,0.42,0.5,0.42,0.37,0.47,0.39,0.37,0.46,0.46
opentibia.csv,0.41,0.43,0.46,0.4,0.47,0.55,0.56,0.33,0.39,0.44,0.42,0.48,0.38,0.45,0.38
runuomondains.csv,0.91,0.92,0.99,0.94,0.95,0.65,0.8,0.75,0.67,0.67,0.88,0.77,0.5,0.93,0.89
somap.csv,0.44,0.44,0.41,0.46,0.4,0.42,0.43,0.33,0.37,0.32,0.45,0.35,0.34,0.43,0.38
taverna.csv,0.9,0.86,0.98,0.93,0.76,0.85,0.91,0.75,0.97,0.74,0.92,0.93,0.43,0.89,0.0
tigermud.csv,0.49,0.52,0.49,0.5,0.44,0.86,0.44,0.31,0.47,0.44,0.46,0.51,0.39,0.5,0.4
x-ray-mule.csv,0.5,0.73,0.67,0.69,0.55,0.94,0.54,0.7,0.61,0.78,0.82,0.58,0.65,0.75,0.58
