,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,3.0,0.0,1.0,1.0,2.0,0.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
continuum-ide.csv,0.0,0.0,5.0,49.0,0.0,0.0,0.0,0.0,195.0,0.0,15.0,0.0,0.0,0.0,1.0
fleet-simulator.csv,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,1.0,18.0,1.0,0.0,0.0,6.0
hydrate.csv,0.0,94.0,2.0,49.0,2.0,0.0,67.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ivef-sdk.csv,1.0,0.0,18.0,1.0,2.0,0.0,10.0,12.0,8.0,0.0,66.0,0.0,2.0,0.0,51.0
jmri.csv,0.0,0.0,1.0,1.0,3.0,0.0,6.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,4.0
kdenlive.csv,0.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,8.0,0.0,24.0,0.0,6.0,0.0,0.0
mia.csv,0.0,0.0,18.0,4.0,2.0,2.0,6.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0
ontopia.csv,3.0,0.0,18.0,1.0,0.0,1.0,10.0,10.0,8.0,0.0,7.0,0.0,2.0,0.0,3.0
opentibia.csv,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0
runuomondains.csv,0.0,0.0,18.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
somap.csv,3.0,0.0,18.0,1.0,2.0,3.0,10.0,9.0,29.0,0.0,7.0,0.0,2.0,0.0,2.0
taverna.csv,1.0,1.0,1.0,0.0,0.0,8.0,4.0,3.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0
tigermud.csv,3.0,4.0,16.0,1.0,0.0,1.0,7.0,8.0,8.0,0.0,6.0,0.0,2.0,0.0,4.0
x-ray-mule.csv,4.0,0.0,18.0,0.0,2.0,0.0,1.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
