,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.59,0.0,0.46,0.71,0.8,0.49,0.75,0.87,0.48,0.84,0.69,0.25,0.68,0.62,0.2,0.88,0.65,0.44,0.88,0.55
array4j.csv,0.82,0.0,0.27,0.45,0.42,0.46,0.79,0.9,0.13,0.65,0.44,0.4,0.7,0.62,0.0,0.0,0.62,0.17,0.94,0.55
bzbyte.csv,0.65,1.0,1.0,1.0,0.76,0.05,1.0,1.0,0.0,1.0,0.96,0.88,0.68,0.18,1.0,0.0,1.0,0.33,0.0,0.0
capcode.csv,0.53,0.21,0.7,0.32,0.24,0.43,0.79,0.63,0.78,0.49,0.23,0.6,0.84,0.79,1.0,0.12,0.74,0.39,0.55,0.65
fm-classic.csv,0.12,0.07,0.03,0.13,0.32,0.05,0.03,0.02,0.04,0.09,0.15,0.04,0.08,0.03,0.0,0.24,0.01,0.06,0.12,0.16
freenet.csv,0.65,0.21,0.67,1.0,0.61,0.38,0.79,0.95,0.74,1.0,0.83,0.53,0.68,0.64,0.8,0.12,0.41,0.5,0.87,0.81
hannosset.csv,0.41,0.43,0.27,0.26,0.06,0.19,0.15,0.0,0.04,0.09,0.13,0.3,0.0,0.21,0.0,0.0,0.25,0.11,0.71,0.52
haphazard.csv,0.65,0.21,0.1,0.23,0.45,0.49,0.62,0.26,0.07,0.43,0.31,0.31,0.22,0.27,0.2,0.0,0.28,0.33,0.34,0.52
intact.csv,0.35,0.0,0.32,0.23,0.54,0.51,0.3,0.34,0.17,0.43,0.67,0.51,0.14,0.47,0.4,0.28,0.68,0.5,0.87,0.29
ipfire-wall.csv,0.18,0.14,0.24,0.71,0.52,0.07,0.1,0.15,0.33,0.72,0.54,0.22,0.27,0.24,0.0,0.6,0.06,0.11,0.07,0.32
jlinalg.csv,0.41,0.14,0.59,0.71,0.72,0.72,0.6,0.19,0.78,0.75,0.63,0.65,0.62,0.69,1.0,0.72,0.36,0.5,1.0,0.42
nassp.csv,0.35,0.21,0.17,0.06,0.1,0.19,0.19,0.13,0.2,0.04,0.15,0.36,0.14,0.2,0.2,0.24,0.07,0.22,0.06,0.26
ondex.csv,0.24,0.5,0.52,0.16,0.14,0.18,0.42,0.81,0.07,0.29,0.21,0.25,0.43,0.34,0.2,0.72,0.68,0.72,0.25,0.16
optalgtoolkit.csv,0.35,0.21,0.49,0.32,0.52,0.53,0.63,0.84,0.63,0.88,0.52,0.42,0.57,0.6,0.2,0.32,0.65,0.61,0.57,0.45
pustefix.csv,0.41,0.21,0.16,0.84,0.76,0.24,0.42,0.29,0.63,0.84,0.52,0.29,0.32,0.45,0.8,0.24,0.41,0.56,0.38,0.68
soar.csv,1.0,0.64,0.86,0.97,0.76,0.89,0.95,1.0,1.0,0.99,0.83,0.76,1.0,1.0,1.0,0.32,0.99,0.72,0.62,1.0
sqlpower-library.csv,0.29,0.36,0.76,0.06,0.73,0.86,0.79,0.61,1.0,0.75,0.67,0.69,1.0,1.0,0.8,0.84,1.0,0.94,1.0,0.29
super-tux.csv,0.47,0.0,0.76,0.39,0.38,0.85,0.38,0.92,0.54,0.18,0.56,0.53,0.95,0.74,0.0,0.12,0.93,0.78,0.66,0.48
tart.csv,0.06,0.14,0.51,0.23,0.56,0.57,0.47,0.42,0.3,0.53,0.31,0.36,0.78,0.22,0.2,0.88,0.46,0.83,0.36,0.13
web-cat.csv,0.24,0.93,0.86,0.42,0.59,0.73,0.66,0.6,0.83,0.74,0.87,0.59,0.84,0.66,0.2,1.0,0.83,1.0,0.82,0.23
