,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.53,0.37,0.46,0.54,0.51,0.52,0.6,0.41,0.57,0.49,0.59,0.6,0.61,0.54,0.39,0.32,0.73,0.48,0.38,0.51
array4j.csv,0.43,0.1,0.48,0.24,0.28,0.53,0.54,0.34,0.1,0.33,0.54,0.62,0.23,0.4,0.04,0.04,0.67,0.22,0.24,0.62
bzbyte.csv,0.58,0.0,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.0,0.17,0.39,0.41,0.0,0.0,0.0,0.0,0.76,0.0,0.0
capcode.csv,0.55,0.34,0.55,0.45,0.81,0.54,0.48,0.51,0.44,0.63,0.5,0.53,0.3,0.34,0.0,0.37,0.51,0.57,0.4,0.54
fm-classic.csv,0.32,0.3,0.07,0.19,0.29,0.19,0.0,0.0,0.1,0.98,0.18,0.17,0.55,0.24,0.11,0.19,0.0,0.27,0.18,0.0
freenet.csv,0.65,0.72,0.57,0.0,0.68,0.71,0.54,0.2,0.25,0.0,0.51,0.62,0.61,0.22,0.44,0.16,0.65,0.61,0.4,0.5
hannosset.csv,0.25,0.29,0.48,0.3,0.1,0.18,0.16,0.0,0.1,0.0,0.27,0.22,0.0,0.0,0.11,0.19,0.81,0.19,0.45,0.47
haphazard.csv,0.52,0.4,0.0,0.13,0.44,0.52,0.49,0.43,0.0,0.0,0.63,0.33,0.2,0.0,0.21,0.0,0.0,0.49,0.34,0.47
intact.csv,0.56,0.56,0.47,0.41,0.67,0.69,0.68,0.51,0.38,0.36,0.48,0.75,0.49,0.42,0.53,0.07,0.7,0.52,0.41,0.41
ipfire-wall.csv,0.37,0.58,0.07,0.42,0.56,0.2,0.16,0.26,0.29,0.66,0.46,0.37,0.81,0.44,0.42,0.42,0.0,0.37,0.11,0.5
jlinalg.csv,0.44,0.81,0.61,0.54,0.38,0.45,0.45,0.26,0.44,0.62,0.38,0.54,0.64,0.61,0.0,0.53,0.2,0.53,0.0,0.44
nassp.csv,0.7,0.38,0.35,0.0,0.1,0.42,0.2,0.11,0.69,0.38,0.27,0.37,0.38,0.44,0.27,0.3,0.0,0.43,0.18,0.46
ondex.csv,0.2,0.34,0.59,0.06,0.2,0.49,0.54,0.47,0.2,0.37,0.65,0.28,0.6,0.61,0.39,0.49,0.55,0.44,0.55,0.47
optalgtoolkit.csv,0.52,0.17,0.34,0.64,0.72,0.6,0.58,0.43,0.62,0.35,0.46,0.5,0.4,0.67,0.25,0.51,0.46,0.59,0.5,0.44
pustefix.csv,0.59,0.59,0.0,0.43,0.56,0.4,0.43,0.63,0.58,0.41,0.69,0.47,0.71,0.23,0.48,0.16,0.2,0.65,0.33,0.61
soar.csv,0.0,0.63,0.39,0.13,0.61,0.37,0.21,0.0,0.0,0.05,0.47,0.55,0.0,0.0,0.0,0.62,0.05,0.62,0.5,0.0
sqlpower-library.csv,0.66,0.57,0.44,0.52,0.62,0.44,0.55,0.68,0.0,0.62,0.48,0.61,0.0,0.0,0.56,0.47,0.0,0.23,0.0,0.24
super-tux.csv,0.66,0.19,0.5,0.66,0.45,0.45,0.6,0.3,0.67,0.0,0.46,0.58,0.2,0.57,0.93,0.04,0.26,0.53,0.62,0.6
tart.csv,0.2,0.3,0.4,0.41,0.49,0.66,0.53,0.57,0.6,0.82,0.63,0.58,0.52,0.8,0.41,0.33,0.2,0.44,0.59,0.19
web-cat.csv,0.54,0.24,0.37,0.4,0.59,0.61,0.64,0.63,0.49,0.51,0.4,0.62,0.49,0.72,0.73,0.0,0.47,0.0,0.5,0.82
