,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.58,0.09,0.0,0.63,0.42,0.15,0.41,0.7,0.35,0.61,0.67,0.61,0.35,0.73
awemud.csv,0.66,0.38,0.43,0.58,0.68,0.6,0.52,0.74,0.65,0.62,0.67,0.59,0.69,0.78
buddata-ebxml-registry.csv,0.27,0.05,0.49,0.13,0.36,0.05,0.05,0.17,0.33,0.36,0.0,0.0,0.93,0.3
cornerstone.csv,0.06,0.26,0.0,0.05,0.56,0.02,0.04,0.0,0.71,0.13,0.1,0.56,0.28,0.11
firebreath.csv,0.57,0.09,0.09,0.59,0.53,0.56,0.64,0.51,0.57,0.32,0.53,0.57,0.41,0.74
lsb.csv,0.65,0.78,0.65,0.59,0.63,0.6,0.29,0.36,0.57,0.62,0.42,0.58,0.25,0.71
maya-work-in-progress.csv,0.66,0.67,0.64,0.58,0.49,0.61,0.56,0.79,0.46,0.6,0.66,0.57,0.6,0.62
mia.csv,0.17,0.13,0.29,0.28,0.06,0.43,0.24,0.54,0.52,0.6,0.41,0.06,0.07,0.45
open-beos.csv,0.76,0.31,0.68,0.66,0.52,0.66,0.35,0.39,0.49,0.37,0.68,0.25,0.57,0.78
qgis.csv,0.58,0.15,0.55,0.63,0.47,0.56,0.49,0.62,0.52,0.36,0.48,0.68,0.54,0.72
rocrail.csv,0.68,0.05,0.23,0.53,0.68,0.55,0.53,0.69,0.54,0.64,0.55,0.6,0.66,0.84
rtb-team.csv,0.53,0.02,0.81,0.4,0.02,0.29,0.24,0.23,0.48,0.13,0.21,0.41,0.0,0.45
tradelink.csv,0.57,0.32,0.24,0.42,0.44,0.35,0.06,0.23,0.17,0.34,0.27,0.67,0.0,0.37
upp-mirror.csv,0.5,0.57,0.16,0.42,0.67,0.45,0.44,0.45,0.31,0.52,0.3,0.42,0.44,0.58
