,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.74,0.25,0.27,0.1,1.0,0.24
chaperon.csv,0.64,0.43,0.34,0.5,0.88,0.27
mule.csv,0.74,0.5,0.5,0.09,1.0,0.28
nunit.csv,0.74,0.65,0.23,0.11,0.94,0.41
springside.csv,0.67,0.59,0.31,0.1,1.0,0.39
swtfox.csv,0.52,0.35,0.64,0.15,0.86,0.19
