,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.38,0.58,0.81,0.57,0.64,0.75,0.12,0.42,0.32,0.2,0.15,0.27,0.62,0.09,0.3,0.57,0.5,0.43,0.78,0.08
autofac.csv,0.65,0.54,0.21,0.8,0.38,0.56,0.5,0.45,0.23,0.18,0.21,0.37,0.55,0.13,0.26,0.68,0.31,0.58,0.6,0.7
avisynth2.csv,0.33,0.35,0.27,0.17,0.0,0.02,0.19,0.05,0.17,0.0,0.0,0.25,0.25,0.67,0.0,0.14,0.17,0.5,0.03,0.0
azureus.csv,0.98,0.57,0.61,0.61,0.44,0.86,0.46,0.5,0.48,0.15,0.37,0.65,0.79,0.11,0.19,0.54,0.48,0.41,0.62,0.66
coot.csv,0.89,0.14,0.0,0.31,0.38,0.63,0.46,0.44,0.48,0.17,0.26,0.37,0.5,0.0,0.17,0.14,0.19,0.0,0.6,0.71
dsworkbench.csv,0.4,0.57,0.85,0.35,0.39,0.31,0.17,0.33,0.48,0.11,0.12,0.19,0.28,0.0,0.44,0.57,0.29,0.2,0.4,0.16
forester-atv.csv,0.72,0.75,0.72,0.39,0.03,0.35,0.41,0.15,0.61,0.19,0.21,0.43,0.71,0.26,0.4,0.45,0.32,0.59,0.11,0.08
freelords.csv,0.88,0.57,0.84,0.62,0.58,0.69,0.57,0.44,0.58,0.22,0.33,0.42,0.48,0.11,0.32,0.6,0.46,0.49,0.74,0.71
gabel.csv,0.07,0.6,0.53,0.42,0.45,0.38,0.63,0.34,0.52,0.5,0.28,0.45,0.73,0.1,0.2,0.26,0.33,0.11,0.31,0.35
geotools.csv,0.97,0.57,0.88,0.61,0.7,0.65,0.5,0.4,0.56,0.17,0.26,0.41,0.83,0.09,0.24,0.59,0.5,0.44,0.76,0.65
gephex.csv,0.22,0.29,0.81,0.64,0.67,0.76,0.46,0.51,0.48,0.12,0.17,0.3,0.74,0.0,0.2,0.54,0.47,0.41,0.76,0.65
google-collections.csv,0.9,0.56,0.86,0.64,0.71,0.84,0.45,0.51,0.55,0.15,0.33,0.42,0.83,0.09,0.22,0.54,0.44,0.42,0.78,0.68
jpaul.csv,0.45,0.45,0.38,0.3,0.0,0.07,0.73,0.22,0.37,0.22,0.21,0.3,0.22,0.29,0.18,0.52,0.31,0.5,0.0,0.0
mycila.csv,0.91,0.41,0.8,0.59,0.66,0.48,0.31,0.32,0.51,0.19,0.58,0.43,0.65,0.05,0.22,0.34,0.41,0.16,0.69,0.56
neodatis-odb.csv,0.9,0.54,0.57,0.57,0.35,0.48,0.38,0.61,0.43,0.18,0.31,0.44,0.48,0.09,0.25,0.32,0.26,0.08,0.63,0.66
octet.csv,0.4,0.43,0.59,0.53,0.42,0.51,0.26,0.47,0.37,0.11,0.15,0.34,0.53,0.08,0.55,0.64,0.4,0.2,0.61,0.56
pokenetonline.csv,0.52,0.59,0.86,0.51,0.68,0.74,0.42,0.49,0.61,0.18,0.37,0.41,0.85,0.06,0.39,0.67,0.5,0.54,0.78,0.67
scenemonitor.csv,0.3,0.39,0.7,0.51,0.48,0.38,0.55,0.38,0.73,0.2,0.27,0.48,0.66,0.0,0.36,0.47,0.4,0.39,0.5,0.24
servicestack.csv,0.02,0.65,0.37,0.42,0.0,0.2,0.1,0.22,0.09,0.0,0.11,0.18,0.39,0.27,0.2,0.32,0.29,0.67,0.0,0.0
twostep.csv,0.02,0.62,0.75,0.6,0.43,0.72,0.58,0.44,0.64,0.23,0.38,0.45,0.81,0.09,0.24,0.79,0.44,0.52,0.64,0.68
