,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.21,0.39,0.18,0.63,0.3,0.65,1.0,0.11,0.31,0.17,0.29,0.25,0.11,0.17,0.24,0.11
galaxium.csv,0.05,0.07,0.21,0.0,0.18,0.05,0.14,0.5,0.16,0.95,0.54,0.13,0.18,0.23,0.24,0.44
hydrate.csv,0.2,0.22,0.37,0.04,0.26,0.09,0.07,0.82,0.2,0.61,0.82,0.16,0.49,0.48,0.63,0.99
ivef-sdk.csv,0.66,0.62,0.53,0.73,0.62,1.0,0.26,0.0,0.56,0.2,0.0,0.0,0.52,0.32,0.31,0.04
jmri.csv,0.6,0.54,0.96,0.65,0.49,0.52,0.46,0.38,0.64,0.33,0.63,0.18,0.45,0.43,0.23,0.45
jython.csv,0.28,0.57,0.53,0.75,0.51,0.87,0.57,1.0,0.24,0.32,0.47,0.46,0.53,0.6,0.45,0.31
kdenlive.csv,0.99,0.65,0.58,0.27,0.4,0.0,0.64,0.05,0.7,0.73,0.72,0.58,0.46,0.51,0.62,0.6
ninject.csv,0.39,0.28,0.19,0.24,0.18,0.0,0.11,0.2,0.12,0.58,0.43,0.07,0.07,0.24,1.0,0.52
ondex.csv,0.46,0.41,0.25,0.27,0.26,0.07,0.04,0.25,0.35,0.3,0.76,0.24,0.9,0.11,0.24,0.54
opentibia.csv,0.52,0.98,0.51,0.0,0.39,0.13,0.59,0.05,0.3,0.67,0.56,0.54,0.54,0.66,0.73,0.6
runuomondains.csv,0.33,0.2,0.02,0.2,0.26,0.05,0.0,0.37,0.48,0.27,0.9,0.07,0.25,0.13,0.24,0.28
somap.csv,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.09,0.0,0.17,0.0
taverna.csv,0.45,0.33,0.21,0.2,1.0,0.05,0.31,0.31,0.12,0.07,0.0,0.31,0.07,0.23,0.23,0.11
tigermud.csv,0.53,0.54,0.55,0.45,0.6,0.97,0.48,0.21,0.45,0.45,0.33,0.6,0.59,0.94,0.67,0.6
unbvision.csv,0.28,0.23,0.28,0.16,0.6,0.07,0.04,0.64,1.0,0.2,0.29,0.18,0.31,0.45,0.44,0.44
x-ray-mule.csv,0.39,0.24,0.22,0.98,0.34,0.07,0.4,0.06,0.49,0.04,0.15,0.35,0.28,0.07,0.41,0.0
