,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.59,0.88,0.41,0.65,0.35,0.98,1.0,0.5,0.28,0.19,0.1,1.0,0.05,0.62,0.1,0.5
galaxium.csv,0.6,0.71,0.63,0.0,0.22,0.6,0.4,0.45,0.57,1.0,0.24,1.0,0.15,0.47,1.0,0.81
hydrate.csv,0.71,1.0,0.56,0.17,0.38,0.18,0.5,0.38,0.31,0.41,0.25,0.77,0.18,0.88,0.23,0.97
ivef-sdk.csv,0.71,0.94,0.46,0.7,0.38,1.0,0.27,0.0,0.27,0.13,0.0,0.88,0.18,0.53,0.04,1.0
jmri.csv,0.68,0.88,1.0,0.71,0.33,0.67,0.45,0.08,0.31,0.19,0.2,0.85,0.18,0.54,0.07,0.7
jython.csv,0.6,0.89,0.48,0.71,0.31,0.86,0.5,1.0,0.25,0.22,0.1,0.92,0.16,0.66,0.07,0.6
kdenlive.csv,1.0,0.91,0.53,0.37,0.32,0.56,0.54,0.12,0.34,0.44,0.17,0.93,0.16,0.68,0.18,0.67
ninject.csv,0.77,0.91,0.65,0.67,0.4,0.0,0.43,0.04,0.75,0.59,0.23,1.0,0.14,0.78,1.0,0.76
ondex.csv,0.81,0.94,0.57,0.58,0.4,0.8,0.14,0.1,0.75,0.5,0.32,0.83,1.0,0.33,0.17,0.71
opentibia.csv,0.68,0.99,0.44,0.6,0.28,0.69,0.52,0.11,0.27,0.35,0.15,0.92,0.16,0.69,0.14,0.67
runuomondains.csv,0.95,0.93,0.16,0.5,0.4,1.0,0.0,0.32,0.52,0.5,1.0,1.0,0.44,0.57,0.08,0.8
somap.csv,0.65,0.87,0.47,0.6,0.33,0.69,0.49,0.13,0.26,0.29,0.12,1.0,0.17,0.62,0.09,0.63
taverna.csv,0.76,0.89,0.46,0.83,1.0,0.6,0.56,0.4,0.27,0.13,0.0,0.87,0.06,0.58,0.05,0.6
tigermud.csv,0.65,0.87,0.48,0.53,0.39,0.96,0.46,0.13,0.22,0.24,0.1,0.93,0.18,0.97,0.11,0.67
unbvision.csv,0.89,0.85,0.45,0.67,0.4,0.67,0.1,0.62,0.97,0.32,0.17,0.85,0.26,0.56,0.13,0.87
x-ray-mule.csv,0.71,1.0,0.35,1.0,0.32,1.0,0.6,1.0,0.23,0.06,0.17,0.92,0.2,0.67,0.06,0.0
