,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.85,0.73,0.87,0.66,0.78,0.4,0.0,0.91,0.77,0.89,0.82,0.79,0.97,0.87,0.82,0.92
galaxium.csv,0.96,0.95,0.83,1.0,0.89,0.96,0.9,0.55,0.87,0.06,0.55,0.89,0.87,0.89,0.8,0.63
hydrate.csv,0.84,0.82,0.71,1.0,0.8,1.3,0.94,0.27,0.84,0.53,0.38,1.0,0.68,0.58,0.44,0.05
ivef-sdk.csv,0.61,0.47,0.73,0.65,0.7,0.0,0.98,1.0,0.78,0.94,1.0,1.08,0.69,0.83,1.03,0.97
jmri.csv,0.67,0.67,0.05,0.52,0.71,0.8,0.75,0.91,0.65,0.87,0.51,0.91,0.7,0.89,0.84,0.66
jython.csv,0.96,0.65,0.8,0.6,0.78,0.34,0.74,0.0,0.95,0.82,0.79,0.86,0.78,0.68,0.88,0.79
kdenlive.csv,0.01,0.58,0.62,1.08,0.74,1.09,0.68,0.99,0.58,0.45,0.61,0.64,0.73,0.64,0.47,0.75
ninject.csv,0.69,0.78,0.84,0.81,0.86,1.0,0.92,1.07,0.9,0.48,0.65,0.94,0.94,0.81,0.0,0.58
ondex.csv,0.62,0.66,0.8,0.81,0.8,0.94,0.98,0.98,0.7,0.75,0.33,0.94,0.12,0.96,0.81,0.61
opentibia.csv,0.82,0.08,0.78,1.0,0.8,0.97,0.65,1.0,0.92,0.62,0.8,0.75,0.75,0.62,0.5,0.75
runuomondains.csv,0.72,0.84,0.98,0.87,0.8,0.96,1.0,0.69,0.58,0.78,0.12,0.94,0.79,0.9,0.82,0.76
somap.csv,1.0,1.0,0.99,1.0,0.98,1.0,1.0,1.0,1.0,0.99,1.0,0.0,0.98,1.0,0.96,1.0
taverna.csv,0.63,0.75,0.84,0.83,0.0,0.96,0.75,0.73,0.9,0.95,1.0,0.88,0.96,0.83,0.87,0.92
tigermud.csv,0.8,0.72,0.72,0.87,0.63,0.1,0.75,0.95,0.88,0.88,0.93,0.71,0.73,0.07,0.63,0.75
unbvision.csv,0.76,0.83,0.8,0.87,0.61,0.94,1.0,0.41,0.01,0.84,0.77,0.91,0.74,0.87,0.64,0.62
x-ray-mule.csv,0.7,0.8,0.87,0.03,0.77,0.94,0.68,0.95,0.81,0.99,0.88,0.77,0.78,0.94,0.81,1.0
